table,id_column,row_id,issue,action,detail
Customers,customer_id,CUST0005274,quarantine,quarantined,
Customers,customer_id,CUST0005300,quarantine,quarantined,
Customers,customer_id,CUST0005495,quarantine,quarantined,
Customers,customer_id,CUST0005525,quarantine,quarantined,
Customers,customer_id,CUST0005749,quarantine,quarantined,
Customers,customer_id,CUST0005904,quarantine,quarantined,
Customers,customer_id,CUST0006309,quarantine,quarantined,
Customers,customer_id,CUST0006360,quarantine,quarantined,
Customers,customer_id,CUST0006562,quarantine,quarantined,
Customers,customer_id,CUST0006571,quarantine,quarantined,
Customers,customer_id,CUST0006594,quarantine,quarantined,
Customers,customer_id,CUST0006607,quarantine,quarantined,
Customers,customer_id,CUST0006630,quarantine,quarantined,
Customers,customer_id,CUST0006633,quarantine,quarantined,
Customers,customer_id,CUST0006673,quarantine,quarantined,
Customers,customer_id,CUST0006678,quarantine,quarantined,
Customers,customer_id,CUST0006707,quarantine,quarantined,
Customers,customer_id,CUST0006735,quarantine,quarantined,
Customers,customer_id,CUST0006772,quarantine,quarantined,
Customers,customer_id,CUST0006854,quarantine,quarantined,
Customers,customer_id,CUST0006943,quarantine,quarantined,
Customers,customer_id,CUST0006945,quarantine,quarantined,
Customers,customer_id,CUST0006992,quarantine,quarantined,
Customers,customer_id,CUST0007033,quarantine,quarantined,
Customers,customer_id,CUST0007132,quarantine,quarantined,
Customers,customer_id,CUST0007322,quarantine,quarantined,
Customers,customer_id,CUST0007347,quarantine,quarantined,
Customers,customer_id,CUST0007408,quarantine,quarantined,
Customers,customer_id,CUST0007417,quarantine,quarantined,
Customers,customer_id,CUST0007480,quarantine,quarantined,
Customers,customer_id,CUST0007806,quarantine,quarantined,
Customers,customer_id,CUST0007830,quarantine,quarantined,
Customers,customer_id,CUST0007853,quarantine,quarantined,
Customers,customer_id,CUST0007868,quarantine,quarantined,
Customers,customer_id,CUST0007903,quarantine,quarantined,
Customers,customer_id,CUST0007986,quarantine,quarantined,
Customers,customer_id,CUST0008004,quarantine,quarantined,
Customers,customer_id,CUST0008045,quarantine,quarantined,
Customers,customer_id,CUST0008078,quarantine,quarantined,
Customers,customer_id,CUST0008134,quarantine,quarantined,
Customers,customer_id,CUST0008304,quarantine,quarantined,
Customers,customer_id,CUST0008369,quarantine,quarantined,
Customers,customer_id,CUST0008412,quarantine,quarantined,
Customers,customer_id,CUST0008473,quarantine,quarantined,
Customers,customer_id,CUST0008613,quarantine,quarantined,
Customers,customer_id,CUST0008753,quarantine,quarantined,
Customers,customer_id,CUST0008810,quarantine,quarantined,
Customers,customer_id,CUST0008865,quarantine,quarantined,
Customers,customer_id,CUST0008896,quarantine,quarantined,
Customers,customer_id,CUST0008898,quarantine,quarantined,
Customers,customer_id,CUST0009082,quarantine,quarantined,
Customers,customer_id,CUST0009138,quarantine,quarantined,
Customers,customer_id,CUST0009207,quarantine,quarantined,
Customers,customer_id,CUST0009222,quarantine,quarantined,
Customers,customer_id,CUST0009263,quarantine,quarantined,
Customers,customer_id,CUST0009413,quarantine,quarantined,
Customers,customer_id,CUST0009560,quarantine,quarantined,
Customers,customer_id,CUST0009585,quarantine,quarantined,
Customers,customer_id,CUST0009745,quarantine,quarantined,
Customers,customer_id,CUST0009796,quarantine,quarantined,
Customers,customer_id,CUST0009883,quarantine,quarantined,
Customers,customer_id,CUST0009915,quarantine,quarantined,
Customers,customer_id,CUST0010212,quarantine,quarantined,
Customers,customer_id,CUST0010231,quarantine,quarantined,
Customers,customer_id,CUST0010290,quarantine,quarantined,
Customers,customer_id,CUST0010362,quarantine,quarantined,
Customers,customer_id,CUST0010481,quarantine,quarantined,
Customers,customer_id,CUST0010545,quarantine,quarantined,
Customers,customer_id,CUST0010734,quarantine,quarantined,
Customers,customer_id,CUST0010762,quarantine,quarantined,
Customers,customer_id,CUST0010766,quarantine,quarantined,
Customers,customer_id,CUST0010860,quarantine,quarantined,
Customers,customer_id,CUST0010944,quarantine,quarantined,
Customers,customer_id,CUST0011079,quarantine,quarantined,
Customers,customer_id,CUST0011105,quarantine,quarantined,
Customers,customer_id,CUST0011132,quarantine,quarantined,
Customers,customer_id,CUST0011160,quarantine,quarantined,
Customers,customer_id,CUST0011212,quarantine,quarantined,
Customers,customer_id,CUST0011232,quarantine,quarantined,
Customers,customer_id,CUST0011258,quarantine,quarantined,
Customers,customer_id,CUST0011341,quarantine,quarantined,
Customers,customer_id,CUST0011409,quarantine,quarantined,
Customers,customer_id,CUST0011464,quarantine,quarantined,
Customers,customer_id,CUST0011618,quarantine,quarantined,
Customers,customer_id,CUST0011623,quarantine,quarantined,
Customers,customer_id,CUST0011643,quarantine,quarantined,
Customers,customer_id,CUST0011650,quarantine,quarantined,
Customers,customer_id,CUST0011743,quarantine,quarantined,
Customers,customer_id,CUST0011761,quarantine,quarantined,
Customers,customer_id,CUST0011892,quarantine,quarantined,
Customers,customer_id,CUST0012582,quarantine,quarantined,
Customers,customer_id,CUST0012593,quarantine,quarantined,
Customers,customer_id,CUST0012756,quarantine,quarantined,
Customers,customer_id,CUST0012775,quarantine,quarantined,
Customers,customer_id,CUST0013375,quarantine,quarantined,
Customers,customer_id,CUST0013394,quarantine,quarantined,
Customers,customer_id,CUST0013661,quarantine,quarantined,
Customers,customer_id,CUST0013791,quarantine,quarantined,
Customers,customer_id,CUST0014191,quarantine,quarantined,
Customers,customer_id,CUST0014199,quarantine,quarantined,
Customers,customer_id,CUST0014247,quarantine,quarantined,
Customers,customer_id,CUST0014253,quarantine,quarantined,
Customers,customer_id,CUST0014270,quarantine,quarantined,
Customers,customer_id,CUST0014294,quarantine,quarantined,
Customers,customer_id,CUST0014354,quarantine,quarantined,
Customers,customer_id,CUST0014550,quarantine,quarantined,
Customers,customer_id,CUST0014595,quarantine,quarantined,
Customers,customer_id,CUST0014904,quarantine,quarantined,
Customers,customer_id,CUST0015062,quarantine,quarantined,
Customers,customer_id,CUST0015136,quarantine,quarantined,
Customers,customer_id,CUST0015164,quarantine,quarantined,
Customers,customer_id,CUST0015241,quarantine,quarantined,
Customers,customer_id,CUST0015340,quarantine,quarantined,
Customers,customer_id,CUST0015359,quarantine,quarantined,
Customers,customer_id,CUST0015364,quarantine,quarantined,
Customers,customer_id,CUST0015496,quarantine,quarantined,
Customers,customer_id,CUST0015585,quarantine,quarantined,
Customers,customer_id,CUST0015653,quarantine,quarantined,
Customers,customer_id,CUST0015760,quarantine,quarantined,
Customers,customer_id,CUST0016579,quarantine,quarantined,
Customers,customer_id,CUST0016663,quarantine,quarantined,
Customers,customer_id,CUST0016684,quarantine,quarantined,
Customers,customer_id,CUST0016794,quarantine,quarantined,
Customers,customer_id,CUST0017194,quarantine,quarantined,
Customers,customer_id,CUST0017220,quarantine,quarantined,
Customers,customer_id,CUST0017348,quarantine,quarantined,
Customers,customer_id,CUST0017683,quarantine,quarantined,
Customers,customer_id,CUST0017763,quarantine,quarantined,
Customers,customer_id,CUST0017856,quarantine,quarantined,
Customers,customer_id,CUST0017883,quarantine,quarantined,
Customers,customer_id,CUST0018037,quarantine,quarantined,
Customers,customer_id,CUST0018160,quarantine,quarantined,
Customers,customer_id,CUST0018317,quarantine,quarantined,
Customers,customer_id,CUST0018373,quarantine,quarantined,
Customers,customer_id,CUST0018382,quarantine,quarantined,
Customers,customer_id,CUST0018409,quarantine,quarantined,
Customers,customer_id,CUST0018609,quarantine,quarantined,
Customers,customer_id,CUST0018726,quarantine,quarantined,
Customers,customer_id,CUST0018782,quarantine,quarantined,
Customers,customer_id,CUST0018793,quarantine,quarantined,
Customers,customer_id,CUST0018839,quarantine,quarantined,
Customers,customer_id,CUST0018916,quarantine,quarantined,
Customers,customer_id,CUST0018920,quarantine,quarantined,
Customers,customer_id,CUST0018967,quarantine,quarantined,
Customers,customer_id,CUST0019174,quarantine,quarantined,
Customers,customer_id,CUST0019181,quarantine,quarantined,
Customers,customer_id,CUST0019230,quarantine,quarantined,
Customers,customer_id,CUST0019307,quarantine,quarantined,
Customers,customer_id,CUST0019547,quarantine,quarantined,
Customers,customer_id,CUST0019590,quarantine,quarantined,
Customers,customer_id,CUST0019733,quarantine,quarantined,
Customers,customer_id,CUST0019764,quarantine,quarantined,
Customers,customer_id,CUST0019895,quarantine,quarantined,
Customers,customer_id,CUST0020009,quarantine,quarantined,
Customers,customer_id,CUST0020034,quarantine,quarantined,
Customers,customer_id,CUST0020334,quarantine,quarantined,
Customers,customer_id,CUST0020390,quarantine,quarantined,
Customers,customer_id,CUST0020424,quarantine,quarantined,
Customers,customer_id,CUST0020443,quarantine,quarantined,
Customers,customer_id,CUST0020448,quarantine,quarantined,
Customers,customer_id,CUST0020504,quarantine,quarantined,
Customers,customer_id,CUST0020546,quarantine,quarantined,
Customers,customer_id,CUST0020641,quarantine,quarantined,
Customers,customer_id,CUST0020650,quarantine,quarantined,
Customers,customer_id,CUST0020875,quarantine,quarantined,
Customers,customer_id,CUST0020883,quarantine,quarantined,
Customers,customer_id,CUST0021091,quarantine,quarantined,
Customers,customer_id,CUST0021144,quarantine,quarantined,
Customers,customer_id,CUST0021152,quarantine,quarantined,
Customers,customer_id,CUST0021306,quarantine,quarantined,
Customers,customer_id,CUST0021330,quarantine,quarantined,
Customers,customer_id,CUST0021413,quarantine,quarantined,
Customers,customer_id,CUST0021665,quarantine,quarantined,
Customers,customer_id,CUST0021760,quarantine,quarantined,
Customers,customer_id,CUST0021781,quarantine,quarantined,
Customers,customer_id,CUST0021999,quarantine,quarantined,
Customers,customer_id,CUST0022126,quarantine,quarantined,
Customers,customer_id,CUST0022212,quarantine,quarantined,
Customers,customer_id,CUST0022340,quarantine,quarantined,
Customers,customer_id,CUST0022347,quarantine,quarantined,
Customers,customer_id,CUST0022419,quarantine,quarantined,
Customers,customer_id,CUST0022446,quarantine,quarantined,
Customers,customer_id,CUST0022666,quarantine,quarantined,
Customers,customer_id,CUST0022848,quarantine,quarantined,
Customers,customer_id,CUST0022935,quarantine,quarantined,
Customers,customer_id,CUST0022976,quarantine,quarantined,
Customers,customer_id,CUST0022980,quarantine,quarantined,
Customers,customer_id,CUST0023242,quarantine,quarantined,
Customers,customer_id,CUST0023381,quarantine,quarantined,
Customers,customer_id,CUST0023458,quarantine,quarantined,
Customers,customer_id,CUST0023629,quarantine,quarantined,
Customers,customer_id,CUST0023837,quarantine,quarantined,
Customers,customer_id,CUST0023855,quarantine,quarantined,
Customers,customer_id,CUST0024062,quarantine,quarantined,
Customers,customer_id,CUST0024065,quarantine,quarantined,
Customers,customer_id,CUST0024160,quarantine,quarantined,
Customers,customer_id,CUST0024162,quarantine,quarantined,
Customers,customer_id,CUST0024449,quarantine,quarantined,
Customers,customer_id,CUST0024782,quarantine,quarantined,
Customers,customer_id,CUST0024873,quarantine,quarantined,
Customers,customer_id,CUST0024895,quarantine,quarantined,
Customers,customer_id,CUST0024897,quarantine,quarantined,
Customers,customer_id,CUST0024989,quarantine,quarantined,
Customers,customer_id,CUST0025044,quarantine,quarantined,
Customers,customer_id,CUST0025056,quarantine,quarantined,
Customers,customer_id,CUST0025123,quarantine,quarantined,
Customers,customer_id,CUST0025144,quarantine,quarantined,
Customers,customer_id,CUST0025363,quarantine,quarantined,
Customers,customer_id,CUST0025489,quarantine,quarantined,
Customers,customer_id,CUST0025560,quarantine,quarantined,
Customers,customer_id,CUST0025763,quarantine,quarantined,
Customers,customer_id,CUST0026012,quarantine,quarantined,
Customers,customer_id,CUST0026023,quarantine,quarantined,
Customers,customer_id,CUST0026180,quarantine,quarantined,
Customers,customer_id,CUST0026731,quarantine,quarantined,
Customers,customer_id,CUST0026895,quarantine,quarantined,
Customers,customer_id,CUST0026953,quarantine,quarantined,
Customers,customer_id,CUST0026993,quarantine,quarantined,
Customers,customer_id,CUST0027046,quarantine,quarantined,
Customers,customer_id,CUST0027127,quarantine,quarantined,
Customers,customer_id,CUST0027368,quarantine,quarantined,
Customers,customer_id,CUST0027484,quarantine,quarantined,
Customers,customer_id,CUST0027564,quarantine,quarantined,
Customers,customer_id,CUST0027567,quarantine,quarantined,
Customers,customer_id,CUST0027573,quarantine,quarantined,
Customers,customer_id,CUST0027608,quarantine,quarantined,
Customers,customer_id,CUST0027890,quarantine,quarantined,
Customers,customer_id,CUST0027948,quarantine,quarantined,
Customers,customer_id,CUST0027993,quarantine,quarantined,
Customers,customer_id,CUST0028088,quarantine,quarantined,
Customers,customer_id,CUST0028272,quarantine,quarantined,
Customers,customer_id,CUST0028328,quarantine,quarantined,
Customers,customer_id,CUST0028360,quarantine,quarantined,
Customers,customer_id,CUST0028526,quarantine,quarantined,
Customers,customer_id,CUST0028553,quarantine,quarantined,
Customers,customer_id,CUST0028641,quarantine,quarantined,
Customers,customer_id,CUST0028661,quarantine,quarantined,
Customers,customer_id,CUST0029049,quarantine,quarantined,
Customers,customer_id,CUST0029078,quarantine,quarantined,
Customers,customer_id,CUST0029271,quarantine,quarantined,
Customers,customer_id,CUST0029333,quarantine,quarantined,
Customers,customer_id,CUST0029351,quarantine,quarantined,
Customers,customer_id,CUST0029402,quarantine,quarantined,
Customers,customer_id,CUST0029591,quarantine,quarantined,
Customers,customer_id,CUST0029628,quarantine,quarantined,
Customers,customer_id,CUST0029853,quarantine,quarantined,
Customers,customer_id,CUST0030094,quarantine,quarantined,
Customers,customer_id,CUST0030152,quarantine,quarantined,
Customers,customer_id,CUST0030206,quarantine,quarantined,
Customers,customer_id,CUST0030365,quarantine,quarantined,
Customers,customer_id,CUST0030476,quarantine,quarantined,
Customers,customer_id,CUST0030792,quarantine,quarantined,
Customers,customer_id,CUST0030936,quarantine,quarantined,
Customers,customer_id,CUST0030957,quarantine,quarantined,
Customers,customer_id,CUST0030989,quarantine,quarantined,
Customers,customer_id,CUST0031042,quarantine,quarantined,
Customers,customer_id,CUST0031149,quarantine,quarantined,
Customers,customer_id,CUST0031256,quarantine,quarantined,
Customers,customer_id,CUST0031486,quarantine,quarantined,
Customers,customer_id,CUST0031565,quarantine,quarantined,
Customers,customer_id,CUST0031890,quarantine,quarantined,
Customers,customer_id,CUST0031995,quarantine,quarantined,
Customers,customer_id,CUST0032073,quarantine,quarantined,
Customers,customer_id,CUST0032094,quarantine,quarantined,
Customers,customer_id,CUST0032146,quarantine,quarantined,
Customers,customer_id,CUST0032191,quarantine,quarantined,
Customers,customer_id,CUST0032387,quarantine,quarantined,
Customers,customer_id,CUST0032407,quarantine,quarantined,
Customers,customer_id,CUST0032455,quarantine,quarantined,
Customers,customer_id,CUST0032538,quarantine,quarantined,
Customers,customer_id,CUST0032743,quarantine,quarantined,
Customers,customer_id,CUST0032871,quarantine,quarantined,
Customers,customer_id,CUST0032963,quarantine,quarantined,
Customers,customer_id,CUST0033156,quarantine,quarantined,
Customers,customer_id,CUST0033229,quarantine,quarantined,
Customers,customer_id,CUST0033292,quarantine,quarantined,
Customers,customer_id,CUST0033305,quarantine,quarantined,
Customers,customer_id,CUST0033324,quarantine,quarantined,
Customers,customer_id,CUST0033474,quarantine,quarantined,
Customers,customer_id,CUST0033508,quarantine,quarantined,
Customers,customer_id,CUST0033587,quarantine,quarantined,
Customers,customer_id,CUST0033615,quarantine,quarantined,
Customers,customer_id,CUST0033654,quarantine,quarantined,
Customers,customer_id,CUST0033721,quarantine,quarantined,
Customers,customer_id,CUST0033751,quarantine,quarantined,
Customers,customer_id,CUST0033776,quarantine,quarantined,
Customers,customer_id,CUST0033848,quarantine,quarantined,
Customers,customer_id,CUST0034047,quarantine,quarantined,
Customers,customer_id,CUST0034118,quarantine,quarantined,
Customers,customer_id,CUST0034123,quarantine,quarantined,
Customers,customer_id,CUST0034248,quarantine,quarantined,
Customers,customer_id,CUST0034456,quarantine,quarantined,
Customers,customer_id,CUST0034678,quarantine,quarantined,
Customers,customer_id,CUST0034732,quarantine,quarantined,
Customers,customer_id,CUST0034752,quarantine,quarantined,
Customers,customer_id,CUST0034779,quarantine,quarantined,
Customers,customer_id,CUST0034867,quarantine,quarantined,
Customers,customer_id,CUST0034890,quarantine,quarantined,
Customers,customer_id,CUST0034909,quarantine,quarantined,
Customers,customer_id,CUST0034991,quarantine,quarantined,
Customers,customer_id,CUST0034999,quarantine,quarantined,
Customers,customer_id,CUST0035262,quarantine,quarantined,
Customers,customer_id,CUST0035419,quarantine,quarantined,
Customers,customer_id,CUST0035489,quarantine,quarantined,
Customers,customer_id,CUST0035614,quarantine,quarantined,
Customers,customer_id,CUST0035793,quarantine,quarantined,
Customers,customer_id,CUST0035998,quarantine,quarantined,
Customers,customer_id,CUST0036104,quarantine,quarantined,
Customers,customer_id,CUST0036125,quarantine,quarantined,
Customers,customer_id,CUST0036165,quarantine,quarantined,
Customers,customer_id,CUST0036196,quarantine,quarantined,
Customers,customer_id,CUST0036244,quarantine,quarantined,
Customers,customer_id,CUST0036377,quarantine,quarantined,
Customers,customer_id,CUST0036514,quarantine,quarantined,
Customers,customer_id,CUST0036558,quarantine,quarantined,
Customers,customer_id,CUST0036716,quarantine,quarantined,
Customers,customer_id,CUST0036765,quarantine,quarantined,
Customers,customer_id,CUST0036829,quarantine,quarantined,
Customers,customer_id,CUST0036894,quarantine,quarantined,
Customers,customer_id,CUST0036946,quarantine,quarantined,
Customers,customer_id,CUST0036964,quarantine,quarantined,
Customers,customer_id,CUST0037239,quarantine,quarantined,
Customers,customer_id,CUST0037464,quarantine,quarantined,
Customers,customer_id,CUST0038046,quarantine,quarantined,
Customers,customer_id,CUST0038164,quarantine,quarantined,
Customers,customer_id,CUST0038251,quarantine,quarantined,
Customers,customer_id,CUST0038406,quarantine,quarantined,
Customers,customer_id,CUST0038663,quarantine,quarantined,
Customers,customer_id,CUST0038769,quarantine,quarantined,
Customers,customer_id,CUST0038775,quarantine,quarantined,
Customers,customer_id,CUST0038847,quarantine,quarantined,
Customers,customer_id,CUST0038939,quarantine,quarantined,
Customers,customer_id,CUST0038943,quarantine,quarantined,
Customers,customer_id,CUST0039096,quarantine,quarantined,
Customers,customer_id,CUST0039098,quarantine,quarantined,
Customers,customer_id,CUST0039167,quarantine,quarantined,
Customers,customer_id,CUST0039325,quarantine,quarantined,
Customers,customer_id,CUST0039349,quarantine,quarantined,
Customers,customer_id,CUST0039532,quarantine,quarantined,
Customers,customer_id,CUST0039707,quarantine,quarantined,
Customers,customer_id,CUST0039842,quarantine,quarantined,
Customers,customer_id,CUST0039879,quarantine,quarantined,
Customers,customer_id,CUST0039895,quarantine,quarantined,
Customers,customer_id,CUST0040140,quarantine,quarantined,
Customers,customer_id,CUST0040233,quarantine,quarantined,
Customers,customer_id,CUST0040387,quarantine,quarantined,
Customers,customer_id,CUST0040711,quarantine,quarantined,
Customers,customer_id,CUST0040746,quarantine,quarantined,
Customers,customer_id,CUST0041074,quarantine,quarantined,
Customers,customer_id,CUST0041137,quarantine,quarantined,
Customers,customer_id,CUST0041165,quarantine,quarantined,
Customers,customer_id,CUST0041318,quarantine,quarantined,
Customers,customer_id,CUST0041396,quarantine,quarantined,
Customers,customer_id,CUST0041558,quarantine,quarantined,
Customers,customer_id,CUST0041564,quarantine,quarantined,
Customers,customer_id,CUST0041597,quarantine,quarantined,
Customers,customer_id,CUST0041604,quarantine,quarantined,
Customers,customer_id,CUST0041729,quarantine,quarantined,
Customers,customer_id,CUST0041740,quarantine,quarantined,
Customers,customer_id,CUST0041852,quarantine,quarantined,
Customers,customer_id,CUST0041871,quarantine,quarantined,
Customers,customer_id,CUST0042024,quarantine,quarantined,
Customers,customer_id,CUST0042157,quarantine,quarantined,
Customers,customer_id,CUST0042417,quarantine,quarantined,
Customers,customer_id,CUST0042424,quarantine,quarantined,
Customers,customer_id,CUST0042637,quarantine,quarantined,
Customers,customer_id,CUST0042640,quarantine,quarantined,
Customers,customer_id,CUST0042657,quarantine,quarantined,
Customers,customer_id,CUST0042804,quarantine,quarantined,
Customers,customer_id,CUST0042885,quarantine,quarantined,
Customers,customer_id,CUST0043043,quarantine,quarantined,
Customers,customer_id,CUST0043183,quarantine,quarantined,
Customers,customer_id,CUST0043227,quarantine,quarantined,
Customers,customer_id,CUST0043273,quarantine,quarantined,
Customers,customer_id,CUST0043293,quarantine,quarantined,
Customers,customer_id,CUST0043348,quarantine,quarantined,
Customers,customer_id,CUST0043373,quarantine,quarantined,
Customers,customer_id,CUST0043475,quarantine,quarantined,
Customers,customer_id,CUST0043525,quarantine,quarantined,
Customers,customer_id,CUST0043574,quarantine,quarantined,
Customers,customer_id,CUST0043578,quarantine,quarantined,
Customers,customer_id,CUST0043707,quarantine,quarantined,
Customers,customer_id,CUST0043725,quarantine,quarantined,
Customers,customer_id,CUST0043737,quarantine,quarantined,
Customers,customer_id,CUST0043990,quarantine,quarantined,
Customers,customer_id,CUST0044158,quarantine,quarantined,
Customers,customer_id,CUST0044164,quarantine,quarantined,
Customers,customer_id,CUST0044333,quarantine,quarantined,
Customers,customer_id,CUST0044448,quarantine,quarantined,
Customers,customer_id,CUST0044449,quarantine,quarantined,
Customers,customer_id,CUST0044470,quarantine,quarantined,
Customers,customer_id,CUST0044612,quarantine,quarantined,
Customers,customer_id,CUST0044645,quarantine,quarantined,
Customers,customer_id,CUST0044687,quarantine,quarantined,
Customers,customer_id,CUST0044709,quarantine,quarantined,
Customers,customer_id,CUST0044731,quarantine,quarantined,
Customers,customer_id,CUST0044885,quarantine,quarantined,
Customers,customer_id,CUST0044901,quarantine,quarantined,
Customers,customer_id,CUST0044994,quarantine,quarantined,
Customers,customer_id,CUST0045039,quarantine,quarantined,
Customers,customer_id,CUST0045130,quarantine,quarantined,
Customers,customer_id,CUST0045220,quarantine,quarantined,
Customers,customer_id,CUST0045230,quarantine,quarantined,
Customers,customer_id,CUST0045243,quarantine,quarantined,
Customers,customer_id,CUST0045344,quarantine,quarantined,
Customers,customer_id,CUST0045448,quarantine,quarantined,
Customers,customer_id,CUST0045696,quarantine,quarantined,
Customers,customer_id,CUST0045758,quarantine,quarantined,
Customers,customer_id,CUST0045796,quarantine,quarantined,
Customers,customer_id,CUST0045856,quarantine,quarantined,
Customers,customer_id,CUST0045967,quarantine,quarantined,
Customers,customer_id,CUST0046260,quarantine,quarantined,
Customers,customer_id,CUST0046291,quarantine,quarantined,
Customers,customer_id,CUST0046307,quarantine,quarantined,
Customers,customer_id,CUST0046400,quarantine,quarantined,
Customers,customer_id,CUST0046454,quarantine,quarantined,
Customers,customer_id,CUST0046570,quarantine,quarantined,
Customers,customer_id,CUST0046638,quarantine,quarantined,
Customers,customer_id,CUST0046907,quarantine,quarantined,
Customers,customer_id,CUST0047129,quarantine,quarantined,
Customers,customer_id,CUST0047333,quarantine,quarantined,
Customers,customer_id,CUST0047368,quarantine,quarantined,
Customers,customer_id,CUST0047479,quarantine,quarantined,
Customers,customer_id,CUST0047553,quarantine,quarantined,
Customers,customer_id,CUST0047676,quarantine,quarantined,
Customers,customer_id,CUST0047840,quarantine,quarantined,
Customers,customer_id,CUST0048186,quarantine,quarantined,
Customers,customer_id,CUST0048189,quarantine,quarantined,
Customers,customer_id,CUST0048272,quarantine,quarantined,
Customers,customer_id,CUST0048367,quarantine,quarantined,
Customers,customer_id,CUST0048483,quarantine,quarantined,
Customers,customer_id,CUST0048724,quarantine,quarantined,
Customers,customer_id,CUST0048842,quarantine,quarantined,
Customers,customer_id,CUST0048847,quarantine,quarantined,
Customers,customer_id,CUST0048911,quarantine,quarantined,
Customers,customer_id,CUST0048923,quarantine,quarantined,
Customers,customer_id,CUST0048932,quarantine,quarantined,
Customers,customer_id,CUST0049023,quarantine,quarantined,
Customers,customer_id,CUST0049116,quarantine,quarantined,
Customers,customer_id,CUST0049283,quarantine,quarantined,
Customers,customer_id,CUST0049336,quarantine,quarantined,
Customers,customer_id,CUST0049357,quarantine,quarantined,
Customers,customer_id,CUST0049365,quarantine,quarantined,
Customers,customer_id,CUST0049515,quarantine,quarantined,
Customers,customer_id,CUST0049543,quarantine,quarantined,
Customers,customer_id,CUST0049576,quarantine,quarantined,
Customers,customer_id,CUST0049669,quarantine,quarantined,
Customers,customer_id,CUST0049699,quarantine,quarantined,
Customers,customer_id,CUST0049751,quarantine,quarantined,
