customer_id,signup_date,age_group,gender,home_location_id,preferred_channel,loyalty_member,quarantine_reason
CUST0004325,2022-02-18,25-34,Male,LOC6329,Dine-in,false,invalid_location_reference
CUST0004386,2022-04-28,25-34,Male,LOC8704,Dine-in,true,invalid_location_reference
CUST0004437,,35-44,Male,LOC0011,Takeaway,false,invalid_date
CUST0004442,,55+,Male,LOC0018,Takeaway,false,invalid_date
CUST0004444,2022-01-20,18-24,Male,LOC7115,App,false,invalid_location_reference
CUST0004593,,25-34,Male,LOC0018,ThirdPartyDelivery,false,invalid_date
CUST0004647,2025-10-20,25-34,Male,LOC5393,Dine-in,false,invalid_location_reference
CUST0004675,2025-06-28,18-24,Female,LOC9413,Takeaway,true,invalid_location_reference
CUST0004779,2031-07-22,25-34,Male,LOC0023,Takeaway,false,invalid_date
CUST0004879,2024-07-28,55+,Female,LOC3434,Dine-in,true,invalid_location_reference
CUST0005126,2025-04-26,45-54,Female,LOC2339,Takeaway,false,invalid_location_reference
CUST0005134,2025-10-25,18-24,Male,LOC1125,App,true,invalid_location_reference
CUST0005270,,35-44,Female,LOC0019,Dine-in,false,invalid_date
CUST0005274,2022-09-30,25-34,Female,LOC7612,ThirdPartyDelivery,true,invalid_location_reference
CUST0005300,,25-34,Female,LOC0010,App,false,invalid_date
CUST0005495,2027-11-05,18-24,Male,LOC0014,ThirdPartyDelivery,false,invalid_date
CUST0005525,2022-08-15,45-54,Male,LOC8892,ThirdPartyDelivery,false,invalid_location_reference
CUST0005749,2023-06-21,25-34,Male,LOC6135,ThirdPartyDelivery,false,invalid_location_reference
CUST0005904,2031-07-22,45-54,Male,LOC0003,Takeaway,true,invalid_date
CUST0006309,2031-07-22,18-24,Male,LOC0024,App,false,invalid_date
CUST0006360,,18-24,Female,LOC0023,App,false,invalid_date
CUST0006562,2025-10-07,55+,Male,LOC4646,Dine-in,false,invalid_location_reference
CUST0006571,1970-01-01,55+,Male,LOC0025,Takeaway,false,invalid_date
CUST0006594,2099-12-31,55+,Male,LOC0007,Dine-in,false,invalid_date
CUST0006607,2099-12-31,25-34,Female,LOC0023,Dine-in,false,invalid_date
CUST0006630,,18-24,Male,LOC0003,App,true,invalid_date
CUST0006633,1900-01-01,35-44,Male,LOC0016,Dine-in,false,invalid_date
CUST0006673,2023-08-31,35-44,Male,LOC4667,Dine-in,true,invalid_location_reference
CUST0006678,2022-04-28,18-24,Male,LOC3497,ThirdPartyDelivery,false,invalid_location_reference
CUST0006707,,25-34,Male,LOC0008,App,false,invalid_date
CUST0006735,,18-24,Male,LOC0016,App,false,invalid_date
CUST0006772,2031-07-22,35-44,Undisclosed,LOC0008,ThirdPartyDelivery,false,invalid_date
CUST0006854,1970-01-01,35-44,Female,,Website,false,invalid_date
CUST0006943,2022-07-21,18-24,Female,LOC8917,Dine-in,false,invalid_location_reference
CUST0006945,2021-01-24,25-34,Male,LOC8544,ThirdPartyDelivery,true,invalid_location_reference
CUST0006992,,35-44,Male,LOC0012,Dine-in,false,invalid_date
CUST0007033,2025-04-02,35-44,Female,LOC9753,App,false,invalid_location_reference
CUST0007132,2023-06-01,45-54,Male,LOC2886,Dine-in,true,invalid_location_reference
CUST0007322,,18-24,Undisclosed,,ThirdPartyDelivery,false,invalid_date
CUST0007347,,25-34,Male,LOC0016,ThirdPartyDelivery,false,invalid_date
CUST0007408,2031-07-22,18-24,Male,,Dine-in,true,invalid_date
CUST0007417,1900-01-01,18-24,Male,LOC0007,Dine-in,true,invalid_date
CUST0007480,2025-10-12,55+,Male,LOC8349,Dine-in,false,invalid_location_reference
CUST0007806,2099-12-31,25-34,Female,LOC0003,Dine-in,false,invalid_date
CUST0007830,1900-01-01,45-54,Female,LOC0007,Takeaway,true,invalid_date
CUST0007853,2031-07-22,18-24,Female,LOC0013,App,false,invalid_date
CUST0007868,2022-07-04,35-44,Male,LOC5038,Dine-in,false,invalid_location_reference
CUST0007903,2023-08-01,25-34,Male,LOC0331,Takeaway,false,invalid_location_reference
CUST0007986,,18-24,Female,LOC0020,Website,false,invalid_date
CUST0008004,,35-44,Female,LOC0001,Dine-in,false,invalid_date
CUST0008045,1900-01-01,18-24,Male,LOC0003,ThirdPartyDelivery,false,invalid_date
CUST0008078,,25-34,Female,LOC0015,App,false,invalid_date
CUST0008134,2025-07-04,25-34,Undisclosed,LOC0275,ThirdPartyDelivery,false,invalid_location_reference
CUST0008304,2022-12-28,25-34,Male,LOC8850,Dine-in,false,invalid_location_reference
CUST0008369,2025-11-01,18-24,Female,LOC4470,Dine-in,false,invalid_location_reference
CUST0008412,2021-10-11,45-54,Male,LOC5839,Dine-in,true,invalid_location_reference
CUST0008473,,35-44,Female,LOC0025,Dine-in,false,invalid_date
CUST0008613,2022-10-25,25-34,Undisclosed,LOC3799,App,false,invalid_location_reference
CUST0008753,2031-07-22,25-34,Female,LOC0018,App,false,invalid_date
CUST0008810,2025-04-19,25-34,Male,LOC1586,Takeaway,false,invalid_location_reference
CUST0008865,2025-02-15,55+,Male,LOC4088,App,false,invalid_location_reference
CUST0008896,2025-04-08,35-44,Female,LOC1015,Takeaway,true,invalid_location_reference
CUST0008898,1970-01-01,25-34,Undisclosed,LOC0016,ThirdPartyDelivery,false,invalid_date
CUST0009082,2025-07-24,18-24,Male,LOC0070,App,false,invalid_location_reference
CUST0009138,2025-06-10,55+,Male,LOC7792,Website,true,invalid_location_reference
CUST0009207,,35-44,Female,LOC0001,App,false,invalid_date
CUST0009222,2022-03-30,35-44,Male,LOC7348,Takeaway,false,invalid_location_reference
CUST0009263,,25-34,Female,LOC0002,Dine-in,true,invalid_date
CUST0009413,2022-11-01,25-34,Female,LOC6579,ThirdPartyDelivery,false,invalid_location_reference
CUST0009560,,35-44,Male,LOC0001,Dine-in,false,invalid_date
CUST0009585,2027-11-05,55+,Male,LOC0009,Takeaway,true,invalid_date
CUST0009745,2023-02-16,25-34,Male,LOC4381,App,false,invalid_location_reference
CUST0009796,2024-04-24,18-24,Female,LOC3349,App,false,invalid_location_reference
CUST0009883,2025-08-21,35-44,Female,LOC1429,Dine-in,false,invalid_location_reference
CUST0009915,2022-04-01,35-44,Male,LOC7677,App,false,invalid_location_reference
CUST0010212,2024-11-09,45-54,Male,LOC8600,ThirdPartyDelivery,true,invalid_location_reference
CUST0010231,2025-12-15,18-24,Female,LOC1991,App,false,invalid_location_reference
CUST0010290,2022-01-13,25-34,Female,LOC6852,Dine-in,false,invalid_location_reference
CUST0010362,2024-11-06,45-54,Female,LOC8392,Dine-in,false,invalid_location_reference
CUST0010481,2023-01-29,18-24,Male,LOC5584,ThirdPartyDelivery,true,invalid_location_reference
CUST0010545,2022-10-13,25-34,Undisclosed,LOC9456,Website,true,invalid_location_reference
CUST0010734,,25-34,Male,LOC0010,Dine-in,false,invalid_date
CUST0010762,,18-24,Female,LOC0018,Dine-in,false,invalid_date
CUST0010766,2025-10-23,18-24,Female,LOC3936,App,false,invalid_location_reference
CUST0010860,,25-34,Female,LOC0009,App,false,invalid_date
CUST0010944,,18-24,Female,LOC0022,ThirdPartyDelivery,false,invalid_date
CUST0011079,2031-07-22,35-44,Male,LOC0009,Dine-in,false,invalid_date
CUST0011105,2099-12-31,35-44,Male,LOC0022,Dine-in,false,invalid_date
CUST0011132,2027-11-05,35-44,Male,LOC0019,Dine-in,true,invalid_date
CUST0011160,2024-04-21,18-24,Male,LOC4474,Takeaway,false,invalid_location_reference
CUST0011212,2025-12-07,18-24,Female,LOC7960,Dine-in,false,invalid_location_reference
CUST0011232,2031-07-22,35-44,Male,LOC0004,ThirdPartyDelivery,true,invalid_date
CUST0011258,2025-11-28,25-34,Male,LOC0894,Dine-in,false,invalid_location_reference
CUST0011341,2022-07-18,25-34,Male,LOC5771,App,true,invalid_location_reference
CUST0011409,2023-05-17,25-34,Female,LOC1977,App,false,invalid_location_reference
CUST0011464,2031-07-22,25-34,Female,LOC0018,App,true,invalid_date
CUST0011618,,35-44,Female,,ThirdPartyDelivery,false,invalid_date
CUST0011623,,25-34,Male,LOC0019,Website,false,invalid_date
CUST0011643,2025-04-18,35-44,Male,LOC8862,Dine-in,false,invalid_location_reference
CUST0011650,,18-24,Female,LOC0003,Dine-in,false,invalid_date
CUST0011743,,25-34,Undisclosed,,ThirdPartyDelivery,false,invalid_date
CUST0011761,2023-08-28,18-24,Female,LOC1041,Dine-in,false,invalid_location_reference
CUST0011892,2099-12-31,18-24,Female,LOC0015,Website,true,invalid_date
CUST0012582,1900-01-01,18-24,Female,LOC0006,Dine-in,true,invalid_date
CUST0012593,,55+,Undisclosed,LOC0022,Dine-in,true,invalid_date
CUST0012756,2031-07-22,35-44,Male,LOC0009,Takeaway,true,invalid_date
CUST0012775,2023-01-07,25-34,Male,LOC2479,ThirdPartyDelivery,true,invalid_location_reference
CUST0013375,2023-07-05,25-34,Male,LOC8051,App,true,invalid_location_reference
CUST0013394,2022-01-13,35-44,Male,LOC9969,Takeaway,false,invalid_location_reference
CUST0013661,2025-04-20,35-44,Male,LOC5838,Dine-in,false,invalid_location_reference
CUST0013791,2023-05-11,25-34,Female,LOC2724,App,true,invalid_location_reference
CUST0014191,,55+,Female,LOC0004,Website,true,invalid_date
CUST0014199,,35-44,Female,LOC0002,Dine-in,true,invalid_date
CUST0014247,,55+,Female,LOC0011,ThirdPartyDelivery,false,invalid_date
CUST0014253,2023-05-30,45-54,Male,LOC1639,Dine-in,true,invalid_location_reference
CUST0014270,2025-03-22,35-44,Undisclosed,LOC7196,Dine-in,false,invalid_location_reference
CUST0014294,2027-11-05,35-44,Male,LOC0007,ThirdPartyDelivery,false,invalid_date
CUST0014354,2025-01-16,25-34,Undisclosed,LOC0242,App,false,invalid_location_reference
CUST0014550,2031-07-22,25-34,Female,LOC0001,App,false,invalid_date
CUST0014595,2031-07-22,25-34,Female,LOC0011,ThirdPartyDelivery,true,invalid_date
CUST0014904,2024-08-25,25-34,Female,LOC2678,ThirdPartyDelivery,false,invalid_location_reference
CUST0015062,2025-02-09,55+,Undisclosed,LOC4159,App,false,invalid_location_reference
CUST0015136,1900-01-01,35-44,Female,LOC0018,Dine-in,false,invalid_date
CUST0015164,2027-11-05,25-34,Male,LOC0025,Website,false,invalid_date
CUST0015241,2023-02-28,35-44,Male,LOC5499,Website,false,invalid_location_reference
CUST0015340,2024-11-04,25-34,Female,LOC1169,Takeaway,true,invalid_location_reference
CUST0015359,2023-01-13,18-24,Male,LOC8034,ThirdPartyDelivery,true,invalid_location_reference
CUST0015364,2022-10-22,25-34,Male,LOC2795,App,false,invalid_location_reference
CUST0015496,2022-04-27,35-44,Male,LOC6644,Dine-in,true,invalid_location_reference
CUST0015585,2024-12-29,25-34,Female,LOC0154,App,false,invalid_location_reference
CUST0015653,2023-08-24,18-24,Male,LOC9248,App,false,invalid_location_reference
CUST0015760,2023-10-30,25-34,Undisclosed,LOC1224,ThirdPartyDelivery,false,invalid_location_reference
CUST0016579,,18-24,Male,LOC0021,App,false,invalid_date
CUST0016663,,18-24,Male,LOC0017,App,false,invalid_date
CUST0016684,2024-11-03,35-44,Male,LOC3262,Dine-in,false,invalid_location_reference
CUST0016794,2022-01-28,25-34,Male,LOC9373,Dine-in,false,invalid_location_reference
CUST0017194,2025-03-16,55+,Male,LOC8957,Dine-in,true,invalid_location_reference
CUST0017220,,25-34,Female,LOC0015,Dine-in,false,invalid_date
CUST0017348,,55+,Male,LOC0023,Takeaway,false,invalid_date
CUST0017683,,35-44,Undisclosed,LOC0006,App,false,invalid_date
CUST0017763,2025-10-04,25-34,Female,LOC3292,Takeaway,false,invalid_location_reference
CUST0017856,2025-12-20,55+,Undisclosed,LOC2730,Website,false,invalid_location_reference
CUST0017883,,18-24,Male,LOC0018,Dine-in,false,invalid_date
CUST0018037,1900-01-01,18-24,Female,LOC0015,Website,false,invalid_date
CUST0018160,,25-34,Female,LOC0002,App,true,invalid_date
CUST0018317,2023-09-07,55+,Male,LOC7001,Dine-in,false,invalid_location_reference
CUST0018373,2024-07-04,25-34,Female,LOC7636,App,false,invalid_location_reference
CUST0018382,1900-01-01,25-34,Male,LOC0013,App,false,invalid_date
CUST0018409,2022-07-13,18-24,Male,LOC3796,Dine-in,false,invalid_location_reference
CUST0018609,1900-01-01,18-24,Male,LOC0017,ThirdPartyDelivery,false,invalid_date
CUST0018726,2022-07-09,45-54,Undisclosed,LOC8045,Dine-in,false,invalid_location_reference
CUST0018782,2023-05-19,25-34,Male,LOC0326,App,false,invalid_location_reference
CUST0018793,1970-01-01,35-44,Female,LOC0011,Dine-in,false,invalid_date
CUST0018839,2023-08-29,25-34,Undisclosed,LOC3371,App,true,invalid_location_reference
CUST0018916,1970-01-01,18-24,Male,LOC0015,Dine-in,false,invalid_date
CUST0018920,,25-34,Male,LOC0006,App,true,invalid_date
CUST0018967,,18-24,Female,LOC0023,Website,true,invalid_date
CUST0019174,2023-02-16,45-54,Female,LOC2766,Dine-in,true,invalid_location_reference
CUST0019181,2027-11-05,25-34,Female,LOC0008,ThirdPartyDelivery,false,invalid_date
CUST0019230,2025-03-13,25-34,Male,LOC6695,ThirdPartyDelivery,false,invalid_location_reference
CUST0019307,,25-34,Female,LOC0023,Dine-in,true,invalid_date
CUST0019547,2027-11-05,55+,Female,LOC0002,Takeaway,false,invalid_date
CUST0019590,,55+,Male,LOC0018,Dine-in,false,invalid_date
CUST0019733,2027-11-05,25-34,Female,LOC0003,Dine-in,false,invalid_date
CUST0019764,2022-05-25,18-24,Male,LOC5049,ThirdPartyDelivery,false,invalid_location_reference
CUST0019895,2099-12-31,18-24,Male,,Dine-in,true,invalid_date
CUST0020009,2099-12-31,25-34,Female,LOC0018,ThirdPartyDelivery,false,invalid_date
CUST0020034,2099-12-31,18-24,Male,LOC0005,Dine-in,false,invalid_date
CUST0020334,1900-01-01,25-34,Male,LOC0023,Website,true,invalid_date
CUST0020390,2024-04-19,18-24,Male,LOC2523,Dine-in,false,invalid_location_reference
CUST0020424,2023-06-09,18-24,Female,LOC8618,Dine-in,false,invalid_location_reference
CUST0020443,1900-01-01,25-34,Male,LOC0004,App,false,invalid_date
CUST0020448,,25-34,Female,,App,true,invalid_date
CUST0020504,2022-02-05,25-34,Female,LOC7131,Dine-in,false,invalid_location_reference
CUST0020546,2025-08-10,25-34,Female,LOC7230,App,false,invalid_location_reference
CUST0020641,2024-03-03,35-44,Male,LOC0194,Dine-in,false,invalid_location_reference
CUST0020650,2023-07-28,18-24,Female,LOC1820,Dine-in,false,invalid_location_reference
CUST0020875,1900-01-01,55+,Undisclosed,LOC0012,Website,false,invalid_date
CUST0020883,2023-03-29,45-54,Male,LOC0222,Dine-in,true,invalid_location_reference
CUST0021091,,35-44,Female,LOC0018,Dine-in,false,invalid_date
CUST0021144,2023-11-20,18-24,Male,LOC3639,App,false,invalid_location_reference
CUST0021152,1970-01-01,18-24,Male,LOC0005,ThirdPartyDelivery,false,invalid_date
CUST0021306,,25-34,Female,LOC0011,ThirdPartyDelivery,false,invalid_date
CUST0021330,2099-12-31,25-34,Male,LOC0005,ThirdPartyDelivery,false,invalid_date
CUST0021413,,45-54,Male,LOC0021,Dine-in,false,invalid_date
CUST0021665,1970-01-01,25-34,Male,LOC0004,App,false,invalid_date
CUST0021760,,18-24,Undisclosed,LOC0009,App,true,invalid_date
CUST0021781,2031-07-22,25-34,Male,LOC0004,ThirdPartyDelivery,false,invalid_date
CUST0021999,2022-04-01,18-24,Male,LOC5470,App,false,invalid_location_reference
CUST0022126,2022-08-14,25-34,Male,LOC5050,Dine-in,false,invalid_location_reference
CUST0022212,2023-02-09,35-44,Male,LOC7079,Website,false,invalid_location_reference
CUST0022340,2025-12-12,25-34,Male,LOC1812,App,false,invalid_location_reference
CUST0022347,,25-34,Male,LOC0001,App,false,invalid_date
CUST0022419,2021-11-10,18-24,Male,LOC5884,Takeaway,true,invalid_location_reference
CUST0022446,,45-54,Female,LOC0015,Dine-in,true,invalid_date
CUST0022666,1900-01-01,35-44,Female,LOC0013,Takeaway,false,invalid_date
CUST0022848,2025-12-18,35-44,Male,LOC4484,Dine-in,false,invalid_location_reference
CUST0022935,2099-12-31,45-54,Male,LOC0014,Dine-in,false,invalid_date
CUST0022976,2025-11-27,25-34,Female,LOC6043,App,false,invalid_location_reference
CUST0022980,,25-34,Female,LOC0001,ThirdPartyDelivery,false,invalid_date
CUST0023242,2022-04-01,25-34,Male,LOC7006,Dine-in,true,invalid_location_reference
CUST0023381,2024-08-10,18-24,Male,LOC9869,Dine-in,false,invalid_location_reference
CUST0023458,1970-01-01,45-54,Male,LOC0003,Dine-in,false,invalid_date
CUST0023629,,25-34,Male,LOC0003,Dine-in,false,invalid_date
CUST0023837,2023-10-30,35-44,Male,LOC1852,Dine-in,false,invalid_location_reference
CUST0023855,2023-11-15,55+,Male,LOC6681,Dine-in,false,invalid_location_reference
CUST0024062,2025-09-08,25-34,Female,LOC3231,Dine-in,false,invalid_location_reference
CUST0024065,2022-10-22,25-34,Female,LOC2118,Dine-in,true,invalid_location_reference
CUST0024160,2024-01-31,35-44,Male,LOC4181,Dine-in,false,invalid_location_reference
CUST0024162,2022-08-19,25-34,Male,LOC1856,Dine-in,true,invalid_location_reference
CUST0024449,,25-34,Female,LOC0020,App,false,invalid_date
CUST0024782,2031-07-22,25-34,Female,LOC0014,App,false,invalid_date
CUST0024873,,45-54,Male,LOC0004,Dine-in,false,invalid_date
CUST0024895,2022-11-29,55+,Male,LOC9533,Takeaway,true,invalid_location_reference
CUST0024897,2022-06-22,25-34,Female,LOC9547,App,true,invalid_location_reference
CUST0024989,,55+,Male,LOC0006,Dine-in,false,invalid_date
CUST0025044,2025-12-07,35-44,Male,LOC6078,Dine-in,false,invalid_location_reference
CUST0025056,2025-10-08,18-24,Male,LOC8006,App,false,invalid_location_reference
CUST0025123,2025-03-18,35-44,Female,LOC9646,ThirdPartyDelivery,false,invalid_location_reference
CUST0025144,,18-24,Male,LOC0003,Dine-in,false,invalid_date
CUST0025363,,25-34,Male,LOC0003,ThirdPartyDelivery,false,invalid_date
CUST0025489,1900-01-01,55+,Male,LOC0015,ThirdPartyDelivery,false,invalid_date
CUST0025560,,25-34,Male,LOC0016,Dine-in,false,invalid_date
CUST0025763,2025-03-15,25-34,Male,LOC8328,App,false,invalid_location_reference
CUST0026012,2025-11-18,35-44,Male,LOC4664,Dine-in,false,invalid_location_reference
CUST0026023,,18-24,Female,LOC0008,Takeaway,false,invalid_date
CUST0026180,2025-07-23,18-24,Female,LOC7468,App,true,invalid_location_reference
CUST0026731,,25-34,Male,LOC0023,ThirdPartyDelivery,false,invalid_date
CUST0026895,2022-08-15,18-24,Male,LOC2691,Dine-in,true,invalid_location_reference
CUST0026953,2021-02-20,25-34,Male,LOC2216,App,true,invalid_location_reference
CUST0026993,2025-05-01,25-34,Female,LOC9846,ThirdPartyDelivery,false,invalid_location_reference
CUST0027046,,18-24,Male,LOC0019,App,false,invalid_date
CUST0027127,1900-01-01,45-54,Female,LOC0019,App,false,invalid_date
CUST0027368,1970-01-01,25-34,Male,LOC0013,App,false,invalid_date
CUST0027484,,35-44,Male,LOC0025,Dine-in,true,invalid_date
CUST0027564,2022-10-25,18-24,Female,LOC7078,Takeaway,true,invalid_location_reference
CUST0027567,2024-09-12,35-44,Male,LOC3880,App,false,invalid_location_reference
CUST0027573,2023-04-21,45-54,Male,LOC5586,Takeaway,true,invalid_location_reference
CUST0027608,2099-12-31,18-24,Male,LOC0025,Dine-in,false,invalid_date
CUST0027890,1970-01-01,18-24,Undisclosed,LOC0025,App,false,invalid_date
CUST0027948,2025-06-05,18-24,Male,LOC0151,ThirdPartyDelivery,false,invalid_location_reference
CUST0027993,,55+,Male,LOC0012,Dine-in,false,invalid_date
CUST0028088,,35-44,Male,LOC0008,Dine-in,false,invalid_date
CUST0028272,1900-01-01,45-54,Male,LOC0017,Dine-in,false,invalid_date
CUST0028328,,45-54,Female,LOC0006,App,false,invalid_date
CUST0028360,,25-34,Male,LOC0016,ThirdPartyDelivery,true,invalid_date
CUST0028526,2022-05-21,35-44,Female,LOC4321,App,false,invalid_location_reference
CUST0028553,2024-09-04,25-34,Male,LOC0627,Dine-in,false,invalid_location_reference
CUST0028641,2024-04-30,18-24,Male,LOC8241,App,true,invalid_location_reference
CUST0028661,2099-12-31,45-54,Male,LOC0021,Takeaway,true,invalid_date
CUST0029049,,25-34,Female,LOC0008,Website,false,invalid_date
CUST0029078,,55+,Male,LOC0003,ThirdPartyDelivery,true,invalid_date
CUST0029271,2025-03-29,25-34,Male,LOC2222,App,false,invalid_location_reference
CUST0029333,,25-34,Male,LOC0024,Dine-in,false,invalid_date
CUST0029351,1900-01-01,18-24,Female,LOC0001,App,false,invalid_date
CUST0029402,,18-24,Undisclosed,LOC0018,Takeaway,true,invalid_date
CUST0029591,2027-11-05,25-34,Female,LOC0020,Website,false,invalid_date
CUST0029628,2022-07-01,55+,Male,LOC6450,Dine-in,false,invalid_location_reference
CUST0029853,,35-44,Undisclosed,LOC0025,Website,false,invalid_date
CUST0030094,2025-05-14,35-44,Male,LOC7077,Dine-in,true,invalid_location_reference
CUST0030152,2027-11-05,45-54,Female,LOC0016,Dine-in,false,invalid_date
CUST0030206,2025-10-05,25-34,Male,LOC5542,Takeaway,false,invalid_location_reference
CUST0030365,1900-01-01,25-34,Female,LOC0009,Takeaway,false,invalid_date
CUST0030476,1970-01-01,35-44,Male,,Takeaway,false,invalid_date
CUST0030792,2099-12-31,35-44,Male,,Website,false,invalid_date
CUST0030936,2025-10-14,55+,Male,LOC9604,Dine-in,false,invalid_location_reference
CUST0030957,,25-34,Male,LOC0016,App,false,invalid_date
CUST0030989,2024-07-02,25-34,Male,LOC9329,Takeaway,true,invalid_location_reference
CUST0031042,2023-07-26,25-34,Male,LOC5343,App,true,invalid_location_reference
CUST0031149,2022-06-28,45-54,Female,LOC4588,Dine-in,true,invalid_location_reference
CUST0031256,2024-08-30,25-34,Female,LOC6490,ThirdPartyDelivery,false,invalid_location_reference
CUST0031486,2024-01-31,55+,Female,LOC8468,ThirdPartyDelivery,true,invalid_location_reference
CUST0031565,2024-12-05,25-34,Male,LOC8766,Website,false,invalid_location_reference
CUST0031890,,25-34,Female,LOC0005,App,false,invalid_date
CUST0031995,1900-01-01,55+,Male,LOC0014,App,true,invalid_date
CUST0032073,2024-11-06,35-44,Male,LOC0068,App,true,invalid_location_reference
CUST0032094,2025-07-11,35-44,Male,LOC9196,ThirdPartyDelivery,false,invalid_location_reference
CUST0032146,2025-02-21,18-24,Male,LOC2111,Dine-in,false,invalid_location_reference
CUST0032191,,18-24,Male,LOC0014,Website,true,invalid_date
CUST0032387,2025-01-23,45-54,Undisclosed,LOC6202,ThirdPartyDelivery,false,invalid_location_reference
CUST0032407,2031-07-22,25-34,Male,LOC0004,Dine-in,true,invalid_date
CUST0032455,2031-07-22,35-44,Male,LOC0008,Takeaway,false,invalid_date
CUST0032538,2099-12-31,35-44,Male,LOC0018,Website,false,invalid_date
CUST0032743,2099-12-31,35-44,Male,LOC0020,Dine-in,false,invalid_date
CUST0032871,1900-01-01,35-44,Male,LOC0023,Takeaway,false,invalid_date
CUST0032963,2022-10-26,18-24,Undisclosed,LOC8139,ThirdPartyDelivery,true,invalid_location_reference
CUST0033156,2024-06-30,18-24,Male,LOC5104,App,false,invalid_location_reference
CUST0033229,,35-44,Male,LOC0019,Takeaway,false,invalid_date
CUST0033292,,55+,Male,LOC0023,Dine-in,false,invalid_date
CUST0033305,,25-34,Male,LOC0008,Dine-in,true,invalid_date
CUST0033324,1900-01-01,25-34,Male,LOC0025,App,true,invalid_date
CUST0033474,2022-04-24,18-24,Male,LOC1556,Dine-in,true,invalid_location_reference
CUST0033508,,35-44,Male,LOC0004,Dine-in,false,invalid_date
CUST0033587,,25-34,Female,LOC0003,App,false,invalid_date
CUST0033615,2023-01-26,18-24,Female,LOC0234,Website,false,invalid_location_reference
CUST0033654,2025-10-23,25-34,Male,LOC8827,App,false,invalid_location_reference
CUST0033721,2022-04-07,18-24,Male,LOC6772,Dine-in,false,invalid_location_reference
CUST0033751,,25-34,Male,LOC0023,ThirdPartyDelivery,false,invalid_date
CUST0033776,2025-05-01,18-24,Male,LOC5347,Takeaway,false,invalid_location_reference
CUST0033848,,25-34,Female,LOC0011,Dine-in,false,invalid_date
CUST0034047,,35-44,Female,LOC0009,Dine-in,true,invalid_date
CUST0034118,2025-08-14,25-34,Male,LOC4872,Dine-in,false,invalid_location_reference
CUST0034123,2025-06-20,25-34,Female,LOC7836,App,false,invalid_location_reference
CUST0034248,2023-04-16,25-34,Female,LOC2459,Takeaway,true,invalid_location_reference
CUST0034456,,25-34,Male,LOC0003,Takeaway,true,invalid_date
CUST0034678,,45-54,Female,LOC0009,Dine-in,false,invalid_date
CUST0034732,2025-10-21,18-24,Male,LOC6961,ThirdPartyDelivery,false,invalid_location_reference
