order_id,customer_id,location_id,order_datetime,order_channel,order_status,promotion_id,subtotal,discount_amount,tax_amount,total_amount,payment_method
ORD00000330,CUST0023301,LOC0005,2025-01-01 21:19:21,ThirdPartyDelivery,Completed,PROMO001,6550.00,982.50,835.12,6402.62,Online
ORD00000342,CUST0043474,LOC0025,2025-01-01 21:37:46,Dine-in,Completed,,10260.00,0.00,1539.00,11799.00,Cash
ORD00000368,CUST0036182,LOC0013,2025-01-01 22:12:50,Website,Completed,PROMO001,1940.00,291.00,247.35,1896.35,Online
ORD00000403,CUST0026956,LOC0022,2025-01-01 23:18:53,App,Completed,,1450.00,0.00,217.50,1667.50,Online
ORD00000439,CUST0034072,LOC0010,2025-01-02 01:50:18,Dine-in,Completed,,11800.00,0.00,1888.00,13688.00,Card
ORD00000445,CUST0009131,LOC0012,2025-01-02 10:01:57,App,Completed,,3900.00,0.00,585.00,4485.00,Card
ORD00000528,CUST0048405,LOC0010,2025-01-02 13:12:35,Takeaway,Completed,,1745.00,0.00,279.20,2024.20,Cash
ORD00000546,CUST0045642,LOC0004,2025-01-02 13:32:50,Dine-in,Completed,,6420.00,0.00,963.00,7383.00,Cash
ORD00000576,CUST0006263,LOC0012,2025-01-02 14:22:46,ThirdPartyDelivery,Completed,,5550.00,0.00,832.50,6382.50,Cash
ORD00000590,CUST0010298,LOC0003,2025-01-02 14:46:53,ThirdPartyDelivery,Completed,,5100.00,0.00,765.00,5865.00,Online
ORD00000624,CUST0054243,LOC0021,2025-01-02 16:46:40,Takeaway,Completed,,3540.00,0.00,531.00,4071.00,Cash
ORD00000654,CUST0001524,LOC0007,2025-01-02 18:33:32,Dine-in,Completed,,5620.00,0.00,899.20,6519.20,Cash
ORD00000664,CUST0032340,LOC0023,2025-01-02 18:47:37,App,Completed,,5670.00,0.00,850.50,6520.50,Online
ORD00000678,CUST0003813,LOC0004,2025-01-02 19:13:26,App,Completed,,5070.00,0.00,760.50,5830.50,Online
ORD00000688,CUST0026540,LOC0015,2025-01-02 19:32:42,Dine-in,Completed,,8200.00,0.00,1312.00,9512.00,Wallet
ORD00000732,CUST0011041,LOC0021,2025-01-02 20:20:42,Website,Completed,PROMO001,2210.00,331.50,281.77,2160.27,Online
ORD00000756,CUST0029899,LOC0008,2025-01-02 20:56:16,App,Completed,PROMO001,8000.00,1200.00,1088.00,7888.00,Wallet
ORD00000759,CUST0003998,LOC0006,2025-01-02 20:57:29,Takeaway,Completed,PROMO001,2400.00,360.00,306.00,2346.00,Card
ORD00000763,CUST0020804,LOC0015,2025-01-02 21:01:44,App,Completed,,13790.00,0.00,2206.40,15996.40,Online
ORD00000766,CUST0046532,LOC0020,2025-01-02 21:03:25,App,Completed,PROMO001,4600.00,690.00,586.50,4496.50,Online
ORD00000808,CUST0033533,LOC0007,2025-01-02 21:51:16,ThirdPartyDelivery,Completed,PROMO001,3470.00,520.50,471.92,3421.42,Cash
ORD00000833,CUST0050186,LOC0011,2025-01-02 22:32:37,Dine-in,Completed,PROMO001,5130.00,769.50,697.68,5058.18,Cash
ORD00000850,CUST0024060,LOC0001,2025-01-02 22:56:03,Takeaway,Completed,,8720.00,0.00,1308.00,10028.00,Cash
ORD00000855,CUST0036322,LOC0002,2025-01-02 23:11:04,App,Completed,,12640.00,0.00,1896.00,14536.00,Wallet
ORD00000868,CUST0037243,LOC0017,2025-01-03 00:11:52,App,Completed,,7150.00,0.00,1144.00,8294.00,Online
ORD00000886,CUST0018956,LOC0025,2025-01-03 02:28:59,Takeaway,Completed,,2190.00,0.00,328.50,2518.50,Cash
ORD00000900,CUST0035192,LOC0019,2025-01-03 11:08:50,App,Completed,,8300.00,0.00,1328.00,9628.00,Wallet
ORD00000935,CUST0037032,LOC0020,2025-01-03 12:17:22,Dine-in,Completed,PROMO001,30830.00,4624.50,3930.82,30136.32,Card
ORD00000938,CUST0018976,LOC0003,2025-01-03 12:20:06,Takeaway,Completed,,3650.00,0.00,547.50,4197.50,Cash
ORD00000983,CUST0001181,LOC0020,2025-01-03 13:15:14,Takeaway,Completed,PROMO001,3730.00,559.50,475.58,3646.08,Cash
ORD00000988,CUST0020085,LOC0007,2025-01-03 13:16:39,Takeaway,Completed,,11540.00,0.00,1846.40,13386.40,Card
ORD00000995,CUST0050015,LOC0016,2025-01-03 13:22:24,Dine-in,Completed,,6140.00,0.00,982.40,7122.40,Wallet
ORD00000997,CUST0000844,LOC0002,2025-01-03 13:23:39,Dine-in,Completed,,14070.00,0.00,2110.50,16180.50,Cash
ORD00001052,CUST0030274,LOC0015,2025-01-03 14:03:47,Website,Completed,PROMO001,11070.00,1660.50,1505.52,10915.02,Online
ORD00001063,CUST0016901,LOC0008,2025-01-03 14:18:59,Takeaway,Completed,,5020.00,0.00,803.20,5823.20,Cash
ORD00001064,CUST0051760,LOC0007,2025-01-03 14:19:08,App,Completed,,5650.00,0.00,904.00,6554.00,Online
ORD00001084,CUST0035129,LOC0012,2025-01-03 14:48:55,Dine-in,Completed,,830.00,0.00,124.50,954.50,Card
ORD00001087,CUST0005322,LOC0015,2025-01-03 14:52:46,Takeaway,Completed,,8230.00,0.00,1316.80,9546.80,Card
ORD00001110,CUST0047215,LOC0007,2025-01-03 16:17:00,Dine-in,Cancelled,,11820.00,0.00,1891.20,13711.20,Cash
ORD00001117,CUST0042660,LOC0008,2025-01-03 16:33:10,ThirdPartyDelivery,Completed,,6820.00,0.00,1091.20,7911.20,Cash
ORD00001120,CUST0044722,LOC0022,2025-01-03 16:42:46,Takeaway,Completed,,4300.00,0.00,645.00,4945.00,Cash
ORD00001166,CUST0003210,LOC0002,2025-01-03 18:25:18,ThirdPartyDelivery,Completed,PROMO001,7350.00,1102.50,937.12,7184.62,Cash
ORD00001172,CUST0052273,LOC0013,2025-01-03 18:34:43,Dine-in,Completed,,7180.00,0.00,1077.00,8257.00,Cash
ORD00001201,CUST0030549,LOC0005,2025-01-03 19:17:22,Website,Completed,,1980.00,0.00,297.00,2277.00,Online
ORD00001208,CUST0053183,LOC0007,2025-01-03 19:26:10,Website,Completed,,5090.00,0.00,814.40,5904.40,Online
ORD00001239,CUST0047096,LOC0006,2025-01-03 19:52:08,Dine-in,Completed,,4920.00,0.00,738.00,5658.00,Cash
ORD00001269,CUST0031495,LOC0003,2025-01-03 20:15:29,Dine-in,Completed,,4600.00,0.00,690.00,5290.00,Wallet
ORD00001301,CUST0011564,LOC0013,2025-01-03 20:38:53,App,Completed,,11920.00,0.00,1788.00,13708.00,Online
ORD00001322,CUST0024234,LOC0005,2025-01-03 20:51:57,ThirdPartyDelivery,Completed,,2880.00,0.00,432.00,3312.00,Cash
ORD00001325,CUST0009366,LOC0023,2025-01-03 20:55:30,Website,Cancelled,,7390.00,0.00,1108.50,8498.50,Card
ORD00001326,CUST0040440,LOC0013,2025-01-03 20:55:44,Takeaway,Completed,,5030.00,0.00,754.50,5784.50,Wallet
ORD00001327,CUST0028748,LOC0006,2025-01-03 20:55:59,Takeaway,Completed,,3250.00,0.00,487.50,3737.50,Wallet
ORD00001341,CUST0019645,LOC0016,2025-01-03 21:04:58,App,Completed,,2050.00,0.00,328.00,2378.00,Online
ORD00001349,CUST0016869,LOC0011,2025-01-03 21:12:45,Dine-in,Completed,,6800.00,0.00,1088.00,7888.00,Card
ORD00001358,CUST0033362,LOC0006,2025-01-03 21:17:52,Takeaway,Completed,PROMO001,3500.00,525.00,446.25,3421.25,Cash
ORD00001390,CUST0048726,LOC0025,2025-01-03 21:51:51,Dine-in,Completed,,10520.00,0.00,1578.00,12098.00,Wallet
ORD00001409,CUST0051962,LOC0009,2025-01-03 22:03:44,Dine-in,Completed,PROMO001,10770.00,1615.50,1464.72,10619.22,Cash
ORD00001423,CUST0027282,LOC0002,2025-01-03 22:22:57,Dine-in,Completed,,4740.00,0.00,711.00,5451.00,Cash
ORD00001477,CUST0039784,LOC0023,2025-01-04 00:11:12,App,Completed,,7050.00,0.00,1057.50,8107.50,Online
ORD00001495,CUST0024024,LOC0003,2025-01-04 01:49:53,Dine-in,Completed,,7450.00,0.00,1117.50,8567.50,Cash
ORD00001504,CUST0001658,LOC0001,2025-01-04 11:02:38,Takeaway,Completed,,12400.00,0.00,1860.00,14260.00,Cash
ORD00001522,CUST0030082,LOC0003,2025-01-04 11:46:42,Dine-in,Completed,,15310.00,0.00,2296.50,17606.50,Cash
ORD00001537,CUST0012543,LOC0023,2025-01-04 12:08:56,Dine-in,Completed,,29410.00,0.00,4411.50,33821.50,Cash
ORD00001568,CUST0019637,LOC0014,2025-01-04 12:42:46,ThirdPartyDelivery,Completed,,5000.00,0.00,750.00,5750.00,Online
ORD00001573,CUST0008870,LOC0014,2025-01-04 12:45:54,Dine-in,Completed,,9040.00,0.00,1356.00,10396.00,Wallet
ORD00001582,CUST0025903,LOC0023,2025-01-04 12:56:55,Takeaway,Completed,,3480.00,0.00,522.00,4002.00,Card
ORD00001595,CUST0008108,LOC0003,2025-01-04 13:08:29,ThirdPartyDelivery,Completed,PROMO001,10850.00,1627.50,1383.38,10605.88,Online
ORD00001605,CUST0015450,LOC0012,2025-01-04 13:14:53,Dine-in,Completed,,10870.00,0.00,1630.50,12500.50,Cash
ORD00001626,CUST0001724,LOC0017,2025-01-04 13:28:33,Dine-in,Completed,,10080.00,0.00,1612.80,11692.80,Cash
ORD00001629,CUST0024036,LOC0016,2025-01-04 13:31:23,App,Completed,,4540.00,0.00,726.40,5266.40,Card
ORD00001640,CUST0003134,LOC0010,2025-01-04 13:38:34,Dine-in,Completed,,6270.00,0.00,1003.20,7273.20,Wallet
ORD00001645,CUST0009169,LOC0022,2025-01-04 13:41:58,Website,Completed,,5890.00,0.00,883.50,6773.50,Wallet
ORD00001659,CUST0011208,LOC0015,2025-01-04 13:53:10,Website,Completed,,3350.00,0.00,536.00,3886.00,Card
ORD00001665,CUST0029611,LOC0005,2025-01-04 13:57:18,Takeaway,Completed,,4390.00,0.00,658.50,5048.50,Wallet
ORD00001707,CUST0033584,LOC0008,2025-01-04 14:31:03,Dine-in,Completed,,16730.00,0.00,2676.80,19406.80,Cash
ORD00001729,CUST0047601,LOC0017,2025-01-04 14:53:00,ThirdPartyDelivery,Completed,PROMO001,3990.00,598.50,542.64,3934.14,Online
ORD00001757,CUST0010053,LOC0017,2025-01-04 15:48:17,Dine-in,Completed,,5220.00,0.00,835.20,6055.20,Cash
ORD00001777,CUST0047303,LOC0005,2025-01-04 16:35:58,Dine-in,Completed,,11650.00,0.00,1747.50,13397.50,Card
ORD00001832,CUST0004268,LOC0004,2025-01-04 18:32:42,App,Completed,,900.00,0.00,135.00,1035.00,Cash
ORD00001839,CUST0052002,LOC0001,2025-01-04 18:43:49,Dine-in,Completed,,5370.00,0.00,805.50,6175.50,Cash
ORD00001897,CUST0003575,LOC0002,2025-01-04 19:47:00,Dine-in,Completed,,9390.00,0.00,1408.50,10798.50,Cash
ORD00001899,CUST0039849,LOC0009,2025-01-04 19:47:31,Dine-in,Completed,,13070.00,0.00,2091.20,15161.20,Card
ORD00001983,CUST0020187,LOC0016,2025-01-04 20:52:34,ThirdPartyDelivery,Completed,,2260.00,0.00,361.60,2621.60,Cash
ORD00001991,CUST0012782,LOC0005,2025-01-04 20:54:56,Dine-in,Completed,PROMO001,4800.00,720.00,612.00,4692.00,Wallet
ORD00002028,CUST0011372,LOC0014,2025-01-04 21:24:56,Dine-in,Completed,PROMO001,11580.00,1737.00,1476.45,11319.45,Card
ORD00002035,CUST0020819,LOC0013,2025-01-04 21:28:30,Dine-in,Completed,,9690.00,0.00,1453.50,11143.50,Card
ORD00002062,CUST0030366,LOC0003,2025-01-04 21:45:17,App,Cancelled,,16940.00,0.00,2541.00,19481.00,Card
ORD00002082,CUST0022804,LOC0018,2025-01-04 21:57:19,Website,Completed,PROMO001,2760.00,414.00,375.36,2721.36,Online
ORD00002087,CUST0003721,LOC0002,2025-01-04 22:00:46,App,Completed,,7550.00,0.00,1132.50,8682.50,Cash
ORD00002119,CUST0010999,LOC0022,2025-01-04 22:30:25,Website,Completed,,3840.00,0.00,576.00,4416.00,Card
ORD00002125,CUST0007613,LOC0022,2025-01-04 22:35:14,Dine-in,Completed,PROMO001,10370.00,1555.50,1322.18,10136.68,Cash
ORD00002133,CUST0039455,LOC0010,2025-01-04 22:41:07,Takeaway,Completed,,6960.00,0.00,1113.60,8073.60,Cash
ORD00002135,CUST0029812,LOC0023,2025-01-04 22:42:15,Dine-in,Completed,PROMO001,4170.00,625.50,531.67,4076.17,Cash
ORD00002140,CUST0000019,LOC0020,2025-01-04 22:46:27,App,Completed,,5980.00,0.00,897.00,6877.00,Card
ORD00002142,CUST0051741,LOC0004,2025-01-04 22:48:29,Dine-in,Completed,,3040.00,0.00,456.00,3496.00,Wallet
ORD00002173,CUST0036328,LOC0020,2025-01-04 23:50:26,Takeaway,Completed,PROMO001,2100.00,315.00,267.75,2052.75,Cash
ORD00002177,CUST0037483,LOC0023,2025-01-05 00:09:32,App,Completed,,2670.00,0.00,400.50,3070.50,Wallet
ORD00002186,CUST0032938,LOC0014,2025-01-05 00:57:01,ThirdPartyDelivery,Completed,PROMO001,3400.00,510.00,433.50,3323.50,Cash
ORD00002205,CUST0019866,LOC0009,2025-01-05 11:35:14,App,Completed,,6310.00,0.00,1009.60,7319.60,Cash
ORD00002252,CUST0022133,LOC0017,2025-01-05 12:37:10,Takeaway,Completed,,8450.00,0.00,1352.00,9802.00,Card
ORD00002274,CUST0004523,LOC0005,2025-01-05 13:04:16,Dine-in,Completed,,6940.00,0.00,1041.00,7981.00,Cash
ORD00002276,CUST0038099,LOC0007,2025-01-05 13:04:58,Dine-in,Completed,,11510.00,0.00,1841.60,13351.60,Card
ORD00002290,CUST0052831,LOC0021,2025-01-05 13:18:26,App,Completed,PROMO001,6650.00,997.50,847.88,6500.38,Cash
ORD00002311,CUST0033034,LOC0012,2025-01-05 13:32:53,ThirdPartyDelivery,Completed,,4400.00,0.00,660.00,5060.00,Online
ORD00002337,CUST0003297,LOC0017,2025-01-05 13:47:25,App,Completed,,2890.00,0.00,462.40,3352.40,Online
ORD00002358,CUST0043485,LOC0009,2025-01-05 14:02:50,ThirdPartyDelivery,Completed,,6210.00,0.00,993.60,7203.60,Online
ORD00002384,CUST0046010,LOC0020,2025-01-05 14:37:14,App,Completed,,4390.00,0.00,658.50,5048.50,Cash
ORD00002392,CUST0038355,LOC0018,2025-01-05 14:51:51,ThirdPartyDelivery,Completed,,5680.00,0.00,908.80,6588.80,Online
ORD00002432,CUST0000521,LOC0019,2025-01-05 16:13:15,App,Completed,PROMO001,18160.00,2724.00,2469.76,17905.76,Online
ORD00002455,CUST0029592,LOC0003,2025-01-05 16:56:58,Website,Completed,PROMO001,8050.00,1207.50,1026.38,7868.88,Wallet
ORD00002472,CUST0040706,LOC0022,2025-01-05 17:43:09,Dine-in,Completed,,18940.00,0.00,2841.00,21781.00,Cash
ORD00002499,CUST0025755,LOC0017,2025-01-05 18:20:44,App,Completed,,2430.00,0.00,388.80,2818.80,Card
ORD00002509,CUST0038140,LOC0021,2025-01-05 18:31:03,ThirdPartyDelivery,Completed,,3380.00,0.00,507.00,3887.00,Online
ORD00002523,CUST0014293,LOC0010,2025-01-05 18:59:51,App,Completed,,3180.00,0.00,508.80,3688.80,Card
ORD00002532,CUST0053259,LOC0013,2025-01-05 19:07:25,Takeaway,Completed,,1750.00,0.00,262.50,2012.50,Cash
ORD00002536,CUST0014084,LOC0013,2025-01-05 19:10:26,Takeaway,Completed,,3550.00,0.00,532.50,4082.50,Cash
ORD00002584,CUST0000385,LOC0013,2025-01-05 19:54:11,App,Completed,,4320.00,0.00,648.00,4968.00,Online
ORD00002618,CUST0010901,LOC0023,2025-01-05 20:26:08,Dine-in,Completed,,5750.00,0.00,862.50,6612.50,Card
ORD00002636,CUST0047098,LOC0015,2025-01-05 20:38:49,App,Completed,,5900.00,0.00,944.00,6844.00,Card
ORD00002658,CUST0050671,LOC0006,2025-01-05 20:54:44,Dine-in,Completed,,1880.00,0.00,282.00,2162.00,Cash
ORD00002678,CUST0043232,LOC0001,2025-01-05 21:07:59,Dine-in,Completed,PROMO001,8200.00,1230.00,1045.50,8015.50,Card
ORD00002685,CUST0023368,LOC0003,2025-01-05 21:11:52,Dine-in,Completed,,13040.00,0.00,1956.00,14996.00,Card
ORD00002703,CUST0037301,LOC0018,2025-01-05 21:29:47,ThirdPartyDelivery,Completed,,3870.00,0.00,619.20,4489.20,Online
ORD00002713,CUST0005906,LOC0020,2025-01-05 21:35:58,App,Completed,,6190.00,0.00,928.50,7118.50,Online
ORD00002750,CUST0040163,LOC0017,2025-01-05 22:07:43,Dine-in,Completed,PROMO001,5680.00,852.00,772.48,5600.48,Wallet
ORD00002854,CUST0046441,LOC0005,2025-01-06 12:10:55,Dine-in,Completed,PROMO001,7100.00,1065.00,905.25,6940.25,Card
ORD00002855,CUST0051820,LOC0003,2025-01-06 12:11:30,Dine-in,Completed,,18400.00,0.00,2760.00,21160.00,Card
ORD00002865,CUST0040055,LOC0004,2025-01-06 12:19:55,Dine-in,Completed,,4950.00,0.00,742.50,5692.50,Cash
ORD00002867,CUST0011354,LOC0023,2025-01-06 12:29:23,Dine-in,Completed,,20500.00,0.00,3075.00,23575.00,Cash
ORD00002894,CUST0054560,LOC0018,2025-01-06 13:06:42,Dine-in,Completed,,10620.00,0.00,1699.20,12319.20,Cash
ORD00002935,CUST0011713,LOC0016,2025-01-06 14:03:44,Takeaway,Completed,,3840.00,0.00,614.40,4454.40,Card
ORD00002937,CUST0040282,LOC0014,2025-01-06 14:10:35,Dine-in,Completed,,9780.00,0.00,1467.00,11247.00,Card
ORD00002989,CUST0041491,LOC0018,2025-01-06 16:37:35,Dine-in,Completed,PROMO001,5050.00,757.50,686.80,4979.30,Cash
ORD00003004,CUST0023330,LOC0005,2025-01-06 17:15:43,Website,Completed,,2000.00,0.00,300.00,2300.00,Online
ORD00003022,CUST0051580,LOC0013,2025-01-06 17:46:09,App,Completed,,3970.00,0.00,595.50,4565.50,Online
ORD00003029,CUST0053538,LOC0015,2025-01-06 18:01:39,ThirdPartyDelivery,Completed,,2190.00,0.00,350.40,2540.40,Online
ORD00003040,CUST0027550,LOC0016,2025-01-06 18:25:23,Takeaway,Completed,PROMO001,10150.00,1522.50,1380.40,10007.90,Cash
ORD00003056,CUST0015504,LOC0001,2025-01-06 18:42:09,App,Completed,,2500.00,0.00,375.00,2875.00,Online
ORD00003085,CUST0015315,LOC0009,2025-01-06 19:35:28,ThirdPartyDelivery,Completed,,5555.00,0.00,888.80,6443.80,Online
ORD00003098,CUST0027838,LOC0005,2025-01-06 19:54:04,Dine-in,Completed,,7930.00,0.00,1189.50,9119.50,Wallet
ORD00003105,CUST0018244,LOC0018,2025-01-06 20:03:53,Takeaway,Completed,,3000.00,0.00,480.00,3480.00,Card
ORD00003117,CUST0023007,LOC0008,2025-01-06 20:17:10,Dine-in,Completed,,6220.00,0.00,995.20,7215.20,Cash
ORD00003122,CUST0013403,LOC0018,2025-01-06 20:24:10,Takeaway,Completed,,5560.00,0.00,889.60,6449.60,Wallet
ORD00003152,CUST0053122,LOC0013,2025-01-06 21:03:46,ThirdPartyDelivery,Completed,,7350.00,0.00,1102.50,8452.50,Cash
ORD00003154,CUST0033986,LOC0009,2025-01-06 21:07:16,ThirdPartyDelivery,Completed,,8355.00,0.00,1336.80,9691.80,Cash
ORD00003158,CUST0035837,LOC0022,2025-01-06 21:11:35,App,Completed,,7360.00,0.00,1104.00,8464.00,Wallet
ORD00003169,CUST0038952,LOC0012,2025-01-06 21:23:38,Takeaway,Completed,,1500.00,0.00,225.00,1725.00,Cash
ORD00003173,CUST0008716,LOC0002,2025-01-06 21:28:51,App,Completed,,3930.00,0.00,589.50,4519.50,Cash
ORD00003178,CUST0006231,LOC0008,2025-01-06 21:30:20,App,Completed,,7160.00,0.00,1145.60,8305.60,Online
ORD00003198,CUST0012091,LOC0016,2025-01-06 21:53:40,App,Completed,PROMO001,3520.00,528.00,478.72,3470.72,Card
ORD00003232,CUST0032643,LOC0021,2025-01-06 22:38:10,Dine-in,Completed,,6730.00,0.00,1009.50,7739.50,Cash
ORD00003290,CUST0051534,LOC0017,2025-01-07 11:14:08,App,Completed,PROMO001,5940.00,891.00,807.84,5856.84,Cash
ORD00003309,CUST0048899,LOC0005,2025-01-07 12:11:40,Dine-in,Completed,,6330.00,0.00,949.50,7279.50,Card
ORD00003313,CUST0012192,LOC0001,2025-01-07 12:15:20,Takeaway,Completed,PROMO001,11000.00,1650.00,1402.50,10752.50,Cash
ORD00003314,CUST0032444,LOC0004,2025-01-07 12:18:11,Dine-in,Completed,,7270.00,0.00,1090.50,8360.50,Cash
ORD00003331,CUST0047914,LOC0004,2025-01-07 12:42:38,App,Completed,,2800.00,0.00,420.00,3220.00,Online
ORD00003359,CUST0031892,LOC0007,2025-01-07 13:19:01,Website,Completed,PROMO001,7650.00,1147.50,1040.40,7542.90,Online
ORD00003384,CUST0024434,LOC0021,2025-01-07 13:55:18,Website,Completed,,4910.00,0.00,736.50,5646.50,Card
ORD00003395,CUST0031752,LOC0004,2025-01-07 14:15:37,Takeaway,Cancelled,,3540.00,0.00,531.00,4071.00,Wallet
ORD00003403,CUST0019737,LOC0023,2025-01-07 14:28:46,Dine-in,Completed,,6900.00,0.00,1035.00,7935.00,Cash
ORD00003415,CUST0045103,LOC0008,2025-01-07 15:07:42,App,Cancelled,,4390.00,0.00,702.40,5092.40,Card
ORD00003450,CUST0001639,LOC0002,2025-01-07 17:41:40,Website,Completed,,2970.00,0.00,445.50,3415.50,Card
ORD00003511,CUST0013038,LOC0015,2025-01-07 19:46:32,Dine-in,Completed,,2110.00,0.00,337.60,2447.60,Card
ORD00003519,CUST0012935,LOC0012,2025-01-07 19:57:14,Takeaway,Completed,,3150.00,0.00,472.50,3622.50,Wallet
ORD00003536,CUST0018744,LOC0022,2025-01-07 20:10:23,App,Completed,,3310.00,0.00,496.50,3806.50,Online
ORD00003558,CUST0015321,LOC0010,2025-01-07 20:35:20,App,Completed,,8240.00,0.00,1318.40,9558.40,Online
ORD00003566,CUST0030884,LOC0002,2025-01-07 20:40:44,App,Completed,,6630.00,0.00,994.50,7624.50,Online
ORD00003634,CUST0037798,LOC0019,2025-01-07 22:20:46,Dine-in,Cancelled,,13520.00,0.00,2163.20,15683.20,Wallet
ORD00003637,CUST0044182,LOC0012,2025-01-07 22:25:44,Takeaway,Completed,PROMO001,4015.00,602.25,511.91,3924.66,Card
ORD00003665,CUST0039159,LOC0009,2025-01-07 23:45:59,App,Completed,,11380.00,0.00,1820.80,13200.80,Card
ORD00003687,CUST0050166,LOC0021,2025-01-08 10:14:49,Takeaway,Completed,,650.00,0.00,97.50,747.50,Cash
ORD00003690,CUST0017167,LOC0016,2025-01-08 11:02:11,Website,Completed,,5100.00,0.00,816.00,5916.00,Wallet
ORD00003735,CUST0040474,LOC0009,2025-01-08 12:54:35,Takeaway,Completed,,7400.00,0.00,1184.00,8584.00,Wallet
ORD00003762,CUST0042276,LOC0012,2025-01-08 13:27:36,Dine-in,Completed,,8610.00,0.00,1291.50,9901.50,Card
ORD00003785,CUST0054072,LOC0019,2025-01-08 13:48:56,ThirdPartyDelivery,Completed,PROMO001,3920.00,588.00,533.12,3865.12,Online
ORD00003788,CUST0043951,LOC0012,2025-01-08 13:52:01,Takeaway,Completed,,6280.00,0.00,942.00,7222.00,Cash
ORD00003801,CUST0015890,LOC0023,2025-01-08 14:10:04,Takeaway,Completed,,2930.00,0.00,439.50,3369.50,Card
ORD00003826,CUST0036574,LOC0019,2025-01-08 14:43:26,App,Completed,PROMO001,2680.00,402.00,364.48,2642.48,Online
ORD00003833,CUST0049806,LOC0010,2025-01-08 14:52:23,App,Completed,,4700.00,0.00,752.00,5452.00,Online
ORD00003841,CUST0026098,LOC0024,2025-01-08 15:09:06,Takeaway,Completed,,6950.00,0.00,1112.00,8062.00,Cash
ORD00003847,CUST0041624,LOC0019,2025-01-08 15:33:26,App,Completed,,840.00,0.00,134.40,974.40,Online
ORD00003867,CUST0004857,LOC0003,2025-01-08 17:24:06,Dine-in,Completed,,8590.00,0.00,1288.50,9878.50,Card
ORD00003878,CUST0020193,LOC0010,2025-01-08 18:02:56,Dine-in,Completed,,8780.00,0.00,1404.80,10184.80,Cash
