rating_id,customer_id,item_id,location_id,order_id,rating_value,rating_date,review_text
RAT0000106,CUST0051168,ITEM0063,LOC0022,ORD00000003,4,2025-01-01,
RAT0000107,CUST0051168,ITEM0018,LOC0022,ORD00000003,4,2025-01-01,
RAT0000108,CUST0052199,ITEM0159,LOC0015,ORD00000272,4,2025-01-01,
RAT0000109,CUST0004455,,LOC0012,ORD00000418,3,2025-01-01,
RAT0000111,CUST0006810,ITEM0130,LOC0020,ORD00000238,5,2025-01-01,
RAT0000112,CUST0009054,ITEM0072,LOC0005,ORD00000086,5,2025-01-01,Perfect taste and quick service.
RAT0000113,CUST0025292,,LOC0002,ORD00000470,4,2025-01-02,
RAT0000114,CUST0042595,ITEM0135,LOC0004,ORD00000169,4,2025-01-02,
RAT0000115,CUST0006361,ITEM0040,LOC0020,ORD00000736,3,2025-01-02,
RAT0000116,CUST0028748,ITEM0066,LOC0006,ORD00000651,4,2025-01-02,Nice ambience and good service.
RAT0000117,CUST0011583,ITEM0051,LOC0006,ORD00000010,5,2025-01-02,Highly recommended.
RAT0000119,CUST0045511,ITEM0160,LOC0001,ORD00000354,4,2025-01-02,
RAT0000120,CUST0015165,ITEM0075,LOC0007,ORD00000749,4,2025-01-02,
RAT0000121,CUST0021425,ITEM0090,LOC0004,ORD00000701,5,2025-01-02,
RAT0000122,CUST0014353,ITEM0070,LOC0015,ORD00000818,3,2025-01-02,
RAT0000123,CUST0045237,ITEM0134,LOC0014,ORD00000807,4,2025-01-02,
RAT0000124,CUST0034719,,LOC0018,ORD00000463,3,2025-01-02,Good taste but late delivery.
RAT0000125,CUST0029222,ITEM0148,LOC0015,ORD00000223,4,2025-01-02,
RAT0000126,CUST0031248,ITEM0066,LOC0018,ORD00000031,4,2025-01-02,
RAT0000127,CUST0040998,ITEM0020,LOC0012,ORD00000499,2,2025-01-02,
RAT0000128,CUST0051820,ITEM0154,LOC0003,ORD00000716,4,2025-01-02,
RAT0000129,CUST0005101,,LOC0011,ORD00000748,3,2025-01-02,
RAT0000131,CUST0024482,ITEM0002,LOC0019,ORD00000764,3,2025-01-02,Decent but overpriced.
RAT0000132,CUST0049991,ITEM0090,LOC0004,ORD00000663,4,2025-01-02,
RAT0000133,CUST0014346,ITEM0147,LOC0022,ORD00000723,5,2025-01-02,Highly recommended.
RAT0000134,CUST0042690,ITEM0047,LOC0015,ORD00000452,2,2025-01-02,
RAT0000135,CUST0010301,ITEM0033,LOC0022,ORD00000496,4,2025-01-02,
RAT0000136,CUST0006361,ITEM0045,LOC0020,ORD00000736,5,2025-01-02,
RAT0000137,CUST0029995,ITEM0098,LOC0023,ORD00000336,3,2025-01-02,
RAT0000138,CUST0011919,ITEM0129,LOC0007,ORD00000048,5,2025-01-02,
RAT0000139,CUST0029517,,LOC0014,ORD00000444,4,2025-01-02,
RAT0000140,CUST0010137,ITEM0018,LOC0008,ORD00000103,5,2025-01-02,
RAT0000142,CUST0052655,ITEM0134,LOC0003,ORD00000382,5,2025-01-02,
RAT0000143,CUST0012091,ITEM0151,LOC0016,ORD00000053,5,2025-01-02,
RAT0000144,CUST0015763,ITEM0109,LOC0004,ORD00000811,4,2025-01-02,Tasty and fresh.
RAT0000145,CUST0018640,ITEM0148,LOC0021,ORD00000257,4,2025-01-02,Enjoyed the meal.
RAT0000146,CUST0022286,ITEM0158,LOC0014,ORD00000753,4,2025-01-02,
RAT0000147,CUST0013227,,LOC0024,ORD00000229,4,2025-01-02,
RAT0000148,CUST0051011,ITEM0157,LOC0021,ORD00000029,3,2025-01-02,It was okay.
RAT0000149,CUST0021664,,LOC0018,ORD00000530,4,2025-01-02,
RAT0000150,CUST0005012,ITEM0045,LOC0009,ORD00000655,4,2025-01-02,
RAT0000151,CUST0051349,ITEM0134,LOC0009,ORD00000454,5,2025-01-02,Highly recommended.
RAT0000153,CUST0034854,ITEM0159,LOC0023,ORD00000398,5,2025-01-02,
RAT0000154,CUST0004646,ITEM0135,LOC0010,ORD00000706,4,2025-01-02,
RAT0000155,CUST0028100,ITEM0067,LOC0004,ORD00000100,4,2025-01-02,
RAT0000157,CUST0038276,ITEM0081,LOC0013,ORD00000547,4,2025-01-02,Nice ambience and good service.
RAT0000158,CUST0033316,ITEM0121,LOC0003,ORD00000775,3,2025-01-02,It was okay.
RAT0000159,CUST0030251,ITEM0020,LOC0015,ORD00000497,4,2025-01-02,
RAT0000160,CUST0003919,ITEM0151,LOC0012,ORD00000139,5,2025-01-02,
RAT0000161,CUST0030223,ITEM0152,LOC0023,ORD00000836,4,2025-01-02,
RAT0000162,CUST0022788,ITEM0061,LOC0021,ORD00000747,2,2025-01-02,
RAT0000163,CUST0016210,ITEM0054,LOC0008,ORD00000474,5,2025-01-02,
RAT0000164,CUST0006823,ITEM0020,LOC0006,ORD00000442,4,2025-01-02,
RAT0000165,CUST0040430,ITEM0094,LOC0012,ORD00000397,2,2025-01-02,
RAT0000166,CUST0006745,ITEM0147,LOC0009,ORD00000865,4,2025-01-02,
RAT0000167,CUST0033004,ITEM0152,LOC0013,ORD00000490,4,2025-01-02,"Good food, will order again."
RAT0000168,CUST0007734,ITEM0160,LOC0008,ORD00000863,4,2025-01-02,Good value for money.
RAT0000169,CUST0016210,ITEM0063,LOC0008,ORD00000474,4,2025-01-02,
RAT0000170,CUST0003599,ITEM0148,LOC0009,ORD00000686,4,2025-01-02,Enjoyed the meal.
RAT0000171,CUST0007900,,LOC0018,ORD00000478,4,2025-01-02,"Good food, will order again."
RAT0000172,CUST0033533,ITEM0062,LOC0007,ORD00000808,3,2025-01-02,
RAT0000174,CUST0050219,ITEM0147,LOC0023,ORD00000721,3,2025-01-02,
RAT0000175,CUST0025265,ITEM0056,LOC0009,ORD00000114,4,2025-01-02,
RAT0000176,CUST0038485,ITEM0149,LOC0005,ORD00000472,3,2025-01-02,Good taste but late delivery.
RAT0000178,CUST0010605,,LOC0004,ORD00000042,4,2025-01-02,
RAT0000179,CUST0013209,ITEM0151,LOC0020,ORD00000430,4,2025-01-02,
RAT0000180,CUST0031825,ITEM0134,LOC0020,ORD00000657,4,2025-01-02,
RAT0000182,CUST0034665,ITEM0054,LOC0007,ORD00000360,3,2025-01-02,
RAT0000183,CUST0052113,ITEM0102,LOC0023,ORD00000790,4,2025-01-02,
RAT0000184,CUST0014511,ITEM0063,LOC0016,ORD00000571,5,2025-01-02,
RAT0000185,CUST0001205,ITEM0003,LOC0012,ORD00000094,3,2025-01-02,Decent but overpriced.
RAT0000186,CUST0010592,,LOC0025,ORD00000707,3,2025-01-02,
RAT0000187,CUST0053353,ITEM0102,LOC0003,ORD00000006,4,2025-01-02,
RAT0000188,CUST0004775,ITEM0066,LOC0004,ORD00000607,5,2025-01-02,
RAT0000189,CUST0036469,ITEM0121,LOC0018,ORD00000814,4,2025-01-02,
RAT0000190,CUST0011041,,LOC0021,ORD00000732,2,2025-01-02,
RAT0000191,CUST0014220,ITEM0004,LOC0008,ORD00000780,5,2025-01-02,
RAT0000192,CUST0014353,ITEM0112,LOC0015,ORD00000818,5,2025-01-02,"Excellent, loved it!"
RAT0000193,CUST0007764,,LOC0011,ORD00000367,5,2025-01-02,
RAT0000195,CUST0031821,ITEM0048,LOC0011,ORD00000356,2,2025-01-02,
RAT0000196,CUST0034656,ITEM0151,LOC0004,ORD00000691,4,2025-01-02,Enjoyed the meal.
RAT0000197,CUST0051349,ITEM0028,LOC0009,ORD00000454,4,2025-01-02,
RAT0000198,CUST0049982,,LOC0006,ORD00000683,4,2025-01-02,Tasty and fresh.
RAT0000199,CUST0021933,,LOC0022,ORD00000700,3,2025-01-02,
RAT0000200,CUST0024515,ITEM0142,LOC0018,ORD00000545,4,2025-01-02,"Good food, will order again."
RAT0000201,CUST0041211,,LOC0007,ORD00000784,3,2025-01-02,Decent but overpriced.
RAT0000202,CUST0054623,ITEM0092,LOC0023,ORD00000773,5,2025-01-02,Perfect taste and quick service.
RAT0000203,CUST0022429,ITEM0062,LOC0015,ORD00000733,3,2025-01-02,
RAT0000204,CUST0028828,ITEM0029,LOC0023,ORD00000619,3,2025-01-02,
RAT0000205,CUST0037055,ITEM0041,LOC0018,ORD00000615,3,2025-01-02,
RAT0000206,CUST0030328,ITEM0050,LOC0009,ORD00000270,4,2025-01-02,
RAT0000207,CUST0026656,ITEM0094,LOC0005,ORD00000754,2,2025-01-02,Took too long to arrive.
RAT0000208,CUST0003599,ITEM0029,LOC0009,ORD00000686,4,2025-01-02,"Good food, will order again."
RAT0000209,CUST0027320,ITEM0119,LOC0023,ORD00000346,3,2025-01-02,
RAT0000210,CUST0012406,,LOC0004,ORD00000589,4,2025-01-02,
RAT0000211,CUST0050501,ITEM0057,LOC0020,ORD00000261,4,2025-01-02,
RAT0000213,CUST0028828,ITEM0153,LOC0023,ORD00000619,3,2025-01-02,
RAT0000214,CUST0035537,ITEM0048,LOC0024,ORD00000243,3,2025-01-02,
RAT0000215,CUST0001903,ITEM0048,LOC0013,ORD00000744,5,2025-01-02,Highly recommended.
RAT0000217,CUST0014645,ITEM0041,LOC0023,ORD00000684,4,2025-01-02,
RAT0000218,CUST0026540,ITEM0148,LOC0015,ORD00000688,5,2025-01-02,Highly recommended.
RAT0000219,CUST0027845,ITEM0157,LOC0010,ORD00000608,5,2025-01-02,"Excellent, loved it!"
RAT0000220,CUST0013793,ITEM0132,LOC0018,ORD00000762,2,2025-01-02,Portion was too small.
RAT0000221,CUST0004249,ITEM0068,LOC0016,ORD00000532,4,2025-01-02,
RAT0000222,CUST0000192,ITEM0121,LOC0014,ORD00000410,3,2025-01-02,
RAT0000223,CUST0015862,ITEM0082,LOC0015,ORD00000467,3,2025-01-02,
RAT0000224,CUST0002820,,LOC0022,ORD00000409,5,2025-01-02,Perfect taste and quick service.
RAT0000225,CUST0002005,ITEM0151,LOC0004,ORD00000586,3,2025-01-02,
RAT0000226,CUST0005101,ITEM0093,LOC0011,ORD00000748,3,2025-01-02,"Taste was fine, packaging poor."
RAT0000227,CUST0024515,ITEM0064,LOC0018,ORD00000545,3,2025-01-02,It was okay.
RAT0000228,CUST0046894,ITEM0147,LOC0008,ORD00000205,5,2025-01-02,Highly recommended.
RAT0000229,CUST0031076,ITEM0054,LOC0010,ORD00000670,3,2025-01-02,
RAT0000230,CUST0050501,ITEM0058,LOC0020,ORD00000261,3,2025-01-02,
RAT0000231,CUST0047687,ITEM0151,LOC0001,ORD00000544,4,2025-01-02,
RAT0000232,CUST0026934,ITEM0160,LOC0018,ORD00000734,5,2025-01-02,Highly recommended.
RAT0000234,CUST0003341,,LOC0015,ORD00000591,4,2025-01-02,
RAT0000236,CUST0008742,ITEM0034,LOC0013,ORD00000652,3,2025-01-02,
RAT0000237,CUST0022705,,LOC0003,ORD00000704,4,2025-01-02,
RAT0000238,CUST0031157,ITEM0045,LOC0010,ORD00000164,3,2025-01-02,Good taste but late delivery.
RAT0000239,CUST0000983,ITEM0004,LOC0015,ORD00000489,4,2025-01-02,Good value for money.
RAT0000240,CUST0026934,,LOC0018,ORD00000734,4,2025-01-02,
RAT0000241,CUST0028713,,LOC0009,ORD00000769,4,2025-01-02,Nice ambience and good service.
RAT0000243,CUST0036182,ITEM0134,LOC0013,ORD00000368,3,2025-01-02,
RAT0000244,CUST0048181,ITEM0157,LOC0005,ORD00000563,3,2025-01-02,
RAT0000245,CUST0033533,ITEM0039,LOC0007,ORD00000808,4,2025-01-02,Good value for money.
RAT0000246,CUST0029254,ITEM0081,LOC0023,ORD00000020,4,2025-01-02,
RAT0000247,CUST0026770,ITEM0054,LOC0010,ORD00000757,2,2025-01-02,
RAT0000248,CUST0052996,ITEM0056,LOC0016,ORD00000594,5,2025-01-02,
RAT0000249,CUST0031040,ITEM0035,LOC0003,ORD00000220,3,2025-01-02,
RAT0000250,CUST0050375,ITEM0029,LOC0020,ORD00000600,4,2025-01-02,
RAT0000251,CUST0004376,ITEM0093,LOC0020,ORD00000449,2,2025-01-02,
RAT0000253,CUST0044523,ITEM0109,LOC0013,ORD00000402,3,2025-01-02,"Taste was fine, packaging poor."
RAT0000254,CUST0043822,,LOC0023,ORD00000320,5,2025-01-02,
RAT0000255,CUST0039597,,LOC0014,ORD00000115,4,2025-01-02,
RAT0000256,CUST0051373,ITEM0138,LOC0022,ORD00000585,4,2025-01-02,
RAT0000257,CUST0003968,,LOC0023,ORD00000717,3,2025-01-02,
RAT0000258,CUST0009548,ITEM0159,LOC0009,ORD00000483,2,2025-01-02,Took too long to arrive.
RAT0000259,CUST0027157,ITEM0102,LOC0007,ORD00000770,4,2025-01-02,Good value for money.
RAT0000260,CUST0022443,ITEM0133,LOC0020,ORD00000138,5,2025-01-02,Highly recommended.
RAT0000261,CUST0053737,ITEM0041,LOC0024,ORD00000520,4,2025-01-02,
RAT0000262,CUST0003813,,LOC0004,ORD00000678,5,2025-01-02,
RAT0000263,CUST0025896,ITEM0057,LOC0019,ORD00000680,4,2025-01-02,
RAT0000264,CUST0041195,ITEM0024,LOC0010,ORD00000450,3,2025-01-02,It was okay.
RAT0000265,CUST0054439,ITEM0129,LOC0006,ORD00000711,5,2025-01-02,Best in town.
RAT0000266,CUST0013971,ITEM0081,LOC0021,ORD00000674,2,2025-01-02,Took too long to arrive.
RAT0000267,CUST0002005,ITEM0033,LOC0004,ORD00000586,3,2025-01-02,
RAT0000268,CUST0002593,ITEM0147,LOC0011,ORD00000695,5,2025-01-02,
RAT0000270,CUST0038276,ITEM0022,LOC0013,ORD00000547,4,2025-01-02,Tasty and fresh.
RAT0000271,CUST0013971,,LOC0021,ORD00000674,4,2025-01-02,
RAT0000272,CUST0040716,ITEM0108,LOC0012,ORD00000102,4,2025-01-02,
RAT0000273,CUST0014353,ITEM0044,LOC0015,ORD00000818,4,2025-01-02,Nice ambience and good service.
RAT0000274,CUST0026770,,LOC0010,ORD00000757,3,2025-01-02,Good taste but late delivery.
RAT0000275,CUST0017397,ITEM0035,LOC0009,ORD00000826,3,2025-01-02,"Average, nothing special."
RAT0000276,CUST0044989,ITEM0151,LOC0015,ORD00000689,4,2025-01-02,Good value for money.
RAT0000277,CUST0022162,ITEM0003,LOC0010,ORD00000105,4,2025-01-02,
RAT0000278,CUST0033345,ITEM0011,LOC0022,ORD00000551,4,2025-01-02,Enjoyed the meal.
RAT0000279,CUST0045147,ITEM0156,LOC0019,ORD00000540,4,2025-01-02,
RAT0000280,CUST0032280,ITEM0001,LOC0022,ORD00000043,4,2025-01-02,
RAT0000281,CUST0026403,,LOC0022,ORD00000479,4,2025-01-02,
RAT0000282,CUST0034072,ITEM0095,LOC0010,ORD00000439,4,2025-01-02,
RAT0000283,CUST0025292,ITEM0046,LOC0002,ORD00000470,2,2025-01-02,
RAT0000284,CUST0045083,ITEM0102,LOC0002,ORD00000831,4,2025-01-02,
RAT0000285,CUST0036611,ITEM0125,LOC0005,ORD00000306,3,2025-01-02,
RAT0000286,CUST0015165,ITEM0148,LOC0007,ORD00000749,4,2025-01-02,
RAT0000287,CUST0018689,ITEM0134,LOC0004,ORD00000011,3,2025-01-02,
RAT0000289,CUST0033345,ITEM0026,LOC0016,ORD00000263,4,2025-01-02,
RAT0000290,CUST0000758,ITEM0073,LOC0003,ORD00000596,2,2025-01-02,Took too long to arrive.
RAT0000291,CUST0001594,ITEM0075,LOC0020,ORD00000508,3,2025-01-02,It was okay.
RAT0000292,CUST0013793,ITEM0113,LOC0018,ORD00000762,4,2025-01-02,
RAT0000293,CUST0036923,,LOC0003,ORD00000121,3,2025-01-02,
RAT0000294,CUST0001903,ITEM0045,LOC0013,ORD00000552,5,2025-01-02,"Excellent, loved it!"
RAT0000295,CUST0035810,ITEM0083,LOC0014,ORD00000809,4,2025-01-02,
RAT0000296,CUST0018512,,LOC0001,ORD00000438,3,2025-01-02,
RAT0000297,CUST0011468,,LOC0024,ORD00000800,3,2025-01-02,
RAT0000298,CUST0053892,,LOC0012,ORD00000792,4,2025-01-03,
RAT0000299,CUST0011996,,LOC0024,ORD00001435,4,2025-01-03,
RAT0000300,CUST0054511,ITEM0113,LOC0021,ORD00001459,2,2025-01-03,
RAT0000301,CUST0014974,ITEM0057,LOC0004,ORD00000355,3,2025-01-03,
RAT0000302,CUST0031124,ITEM0054,LOC0004,ORD00000991,3,2025-01-03,"Average, nothing special."
RAT0000303,CUST0028444,ITEM0157,LOC0016,ORD00001125,4,2025-01-03,
RAT0000304,CUST0053088,ITEM0014,LOC0023,ORD00000692,3,2025-01-03,
RAT0000305,CUST0051373,ITEM0157,LOC0022,ORD00000585,3,2025-01-03,
RAT0000306,CUST0008406,ITEM0154,LOC0010,ORD00001299,4,2025-01-03,
RAT0000308,CUST0013424,ITEM0153,LOC0024,ORD00000897,3,2025-01-03,It was okay.
RAT0000310,CUST0047809,,LOC0013,ORD00000124,3,2025-01-03,
RAT0000311,CUST0040783,ITEM0045,LOC0013,ORD00001182,4,2025-01-03,Good value for money.
RAT0000313,CUST0044268,ITEM0148,LOC0014,ORD00001066,3,2025-01-03,
RAT0000314,CUST0023650,ITEM0054,LOC0002,ORD00000731,4,2025-01-03,Nice ambience and good service.
RAT0000315,CUST0026540,ITEM0155,LOC0015,ORD00000688,4,2025-01-03,
RAT0000317,CUST0023443,ITEM0088,LOC0002,ORD00001217,3,2025-01-03,"Average, nothing special."
RAT0000318,CUST0036952,ITEM0041,LOC0004,ORD00000603,5,2025-01-03,
RAT0000319,CUST0010565,ITEM0133,LOC0006,ORD00000945,4,2025-01-03,"Good food, will order again."
RAT0000320,CUST0051014,ITEM0154,LOC0004,ORD00001151,4,2025-01-03,
RAT0000321,CUST0018714,ITEM0156,LOC0015,ORD00001026,5,2025-01-03,Amazing food and friendly staff.
RAT0000322,CUST0016500,ITEM0151,LOC0008,ORD00001347,3,2025-01-03,It was okay.
RAT0000323,CUST0039888,ITEM0038,LOC0007,ORD00001429,5,2025-01-03,
RAT0000324,CUST0002255,ITEM0055,LOC0006,ORD00000992,5,2025-01-03,Amazing food and friendly staff.
RAT0000325,CUST0001503,ITEM0070,LOC0011,ORD00000428,3,2025-01-03,It was okay.
RAT0000326,CUST0049016,ITEM0109,LOC0015,ORD00001280,4,2025-01-03,
RAT0000327,CUST0045237,,LOC0014,ORD00000807,4,2025-01-03,
RAT0000328,CUST0016250,,LOC0004,ORD00000482,5,2025-01-03,Perfect taste and quick service.
RAT0000329,CUST0054373,ITEM0148,LOC0006,ORD00000786,3,2025-01-03,
RAT0000330,CUST0010055,ITEM0129,LOC0007,ORD00001356,4,2025-01-03,
RAT0000331,CUST0038333,ITEM0147,LOC0004,ORD00000514,3,2025-01-03,
RAT0000332,CUST0046140,ITEM0068,LOC0010,ORD00000976,4,2025-01-03,Enjoyed the meal.
RAT0000333,CUST0029956,ITEM0155,LOC0023,ORD00000582,5,2025-01-03,
