item_id,item_name,category_id,base_price,base_cost,description,is_active,launch_date,is_seasonal,season
ITEM0115,Falooda,CAT11,580.0,186.26,Falooda from our desserts menu,True,2019-12-30,True,Summer
ITEM0116,Molten Lava Cake,CAT11,800.0,142.86,Molten Lava Cake from our desserts menu,True,2023-07-08,False,AllYear
ITEM0117,Tiramisu,CAT11,930.0,145.29,Tiramisu from our desserts menu,True,2019-07-02,False,AllYear
ITEM0118,Brownie Sundae,CAT11,670.0,333.71,Brownie Sundae from our desserts menu,True,2018-12-06,False,AllYear
ITEM0119,Shahi Tukray,CAT11,470.0,169.51,Shahi Tukray from our desserts menu,True,2016-09-17,False,AllYear
ITEM0120,Kunafa Cheesecake,CAT11,950.0,408.9,Kunafa Cheesecake from our desserts menu,True,2025-12-01,False,AllYear
ITEM0121,Rasmalai,CAT11,370.0,125.92,Rasmalai from our desserts menu,True,2022-09-26,False,AllYear
ITEM0122,Chocolate Fudge Cake,CAT11,690.0,295.82,Chocolate Fudge Cake from our desserts menu,True,2016-05-14,False,AllYear
ITEM0123,Zarda,CAT11,310.0,138.9,Zarda from our desserts menu,True,2019-11-13,False,AllYear
ITEM0124,Doodh Patti Chai,CAT12,0.0,131.48,Doodh Patti Chai from our hot beverages menu,True,2020-04-11,False,AllYear
ITEM0125,Kashmiri Chai,CAT12,320.0,124.33,Kashmiri Chai from our hot beverages menu,True,2020-03-08,True,Winter
ITEM0126,Green Tea,CAT12,160.0,72.53,Green Tea from our hot beverages menu,True,2024-03-11,False,AllYear
ITEM0127,Cappuccino,CAT12,500.0,76.86,Cappuccino from our hot beverages menu,True,2017-05-05,False,AllYear
ITEM0128,Cafe Latte,CAT12,510.0,72.23,Cafe Latte from our hot beverages menu,True,2018-09-24,False,AllYear
ITEM0129,Hot Chocolate,CAT12,600.0,188.49,Hot Chocolate from our hot beverages menu,True,2017-08-12,True,Winter
ITEM0130,Karak Chai,CAT12,235.0,91.8,Karak Chai from our hot beverages menu,True,2018-03-05,True,Monsoon
ITEM0131,Espresso,CAT12,360.0,156.93,Espresso from our hot beverages menu,False,2024-02-02,False,AllYear
ITEM0132,Americano,CAT12,410.0,163.26,Americano from our hot beverages menu,True,2024-05-21,False,AllYear
ITEM0133,Mint Tea,CAT12,180.0,78.35,Mint Tea from our hot beverages menu,True,2016-05-25,False,AllYear
ITEM0134,Soft Drink (Regular),CAT13,165.0,108.74,Soft Drink (Regular) from our cold beverages & shakes menu,True,2021-08-20,False,AllYear
ITEM0135,Mineral Water (500ml),CAT13,105.0,69.46,Mineral Water (500ml) from our cold beverages & shakes menu,True,2018-01-28,False,AllYear
ITEM0136,Mango Shake,CAT13,480.0,175.82,Mango Shake from our cold beverages & shakes menu,True,2017-09-19,True,Summer
ITEM0137,Sweet Lassi,CAT13,310.0,112.52,Sweet Lassi from our cold beverages & shakes menu,True,2018-08-09,True,Summer
ITEM0138,Fresh Lime Soda,CAT13,265.0,113.51,Fresh Lime Soda from our cold beverages & shakes menu,True,2017-09-25,True,Summer
ITEM0139,Mint Margarita,CAT13,410.0,69.54,Mint Margarita from our cold beverages & shakes menu,True,2020-05-15,False,AllYear
ITEM0140,Blue Lagoon,CAT13,460.0,67.98,Blue Lagoon from our cold beverages & shakes menu,True,2024-11-16,False,AllYear
ITEM0141,Cold Coffee,CAT13,510.0,166.18,Cold Coffee from our cold beverages & shakes menu,True,2021-03-25,False,AllYear
ITEM0142,Oreo Shake,CAT13,810.0,249.91,Oreo Shake from our cold beverages & shakes menu,True,2022-06-13,False,AllYear
ITEM0143,Strawberry Shake,CAT13,470.0,187.6,Strawberry Shake from our cold beverages & shakes menu,True,2020-05-25,False,AllYear
ITEM0144,Lotus Biscoff Shake,CAT13,750.0,326.2,Lotus Biscoff Shake from our cold beverages & shakes menu,True,2025-11-10,False,AllYear
ITEM0145,Peach Iced Tea,CAT13,370.0,151.19,Peach Iced Tea from our cold beverages & shakes menu,True,2025-04-15,False,AllYear
ITEM0146,Chocolate Shake,CAT13,610.0,207.34,Chocolate Shake from our cold beverages & shakes menu,True,2018-05-25,False,AllYear
ITEM0147,Fresh Orange Juice,CAT13,480.0,154.2,Fresh Orange Juice from our cold beverages & shakes menu,True,2018-03-04,True,Winter
ITEM0148,Plain Fries,CAT14,320.0,208.57,Plain Fries from our sides & breads menu,True,2023-06-30,False,AllYear
ITEM0149,Masala Fries,CAT14,380.0,173.2,Masala Fries from our sides & breads menu,True,2023-07-10,False,AllYear
ITEM0150,Garlic Naan,CAT14,130.0,50.35,Garlic Naan from our sides & breads menu,True,2023-08-13,False,AllYear
ITEM0151,Plain Naan,CAT14,65.0,45.19,Plain Naan from our sides & breads menu,True,2021-09-07,False,AllYear
ITEM0152,Roghni Naan,CAT14,100.0,40.74,Roghni Naan from our sides & breads menu,True,2020-12-16,False,AllYear
ITEM0153,Tandoori Roti,CAT14,40.0,16.47,Tandoori Roti from our sides & breads menu,True,2021-10-15,False,AllYear
ITEM0154,Garlic Bread,CAT14,370.0,126.03,Garlic Bread from our sides & breads menu,True,2019-08-17,False,AllYear
ITEM0155,Coleslaw,CAT14,220.0,95.85,Coleslaw from our sides & breads menu,True,2021-12-22,False,AllYear
ITEM0156,Raita,CAT14,130.0,48.41,Raita from our sides & breads menu,True,2023-01-31,False,AllYear
ITEM0157,Loaded Fries,CAT14,800.0,322.21,Loaded Fries from our sides & breads menu,True,2022-10-20,False,AllYear
ITEM0158,Mashed Potatoes,CAT14,370.0,151.76,Mashed Potatoes from our sides & breads menu,False,2021-06-22,False,AllYear
ITEM0159,Onion Rings,CAT14,460.0,192.62,Onion Rings from our sides & breads menu,True,2016-07-08,False,AllYear
ITEM0160,Paratha,CAT14,105.0,47.3,Paratha from our sides & breads menu,True,2022-06-19,False,AllYear
