price_id,item_id,location_id,price,cost,effective_start_date,effective_end_date,change_reason
PRC00031,ITEM0006,LOC0014,830.0,296.28,2025-03-01,,location premium
PRC00032,ITEM0006,LOC0018,830.0,296.28,2025-03-01,,location premium
PRC00033,ITEM0006,LOC0024,830.0,296.28,2025-03-01,,location premium
PRC00034,ITEM0006,LOC0025,830.0,296.28,2025-03-01,,location premium
PRC00035,ITEM0007,,1650.0,664.76,2024-07-01,2025-01-31,menu revision
PRC00036,ITEM0007,,1710.0,711.9,2025-02-01,2025-04-30,inflation
PRC00037,ITEM0007,,1570.0,711.9,2025-05-01,,promotion-adjustment
PRC00038,ITEM0008,,950.0,146.52,2024-07-01,2025-01-31,menu revision
PRC00039,ITEM0008,,990.0,157.77,2025-02-01,2025-08-31,inflation
PRC00040,ITEM0008,,1030.0,165.58,2025-09-01,,inflation
PRC00041,ITEM0009,,450.0,166.2,2024-07-01,2025-01-31,menu revision
PRC00042,ITEM0009,,470.0,178.25,2025-02-01,2025-08-31,inflation
PRC00043,ITEM0009,,490.0,185.03,2025-09-01,,inflation
PRC00044,ITEM0010,,1220.0,552.35,2025-06-12,2025-07-02,introductory price
PRC00045,ITEM0010,,1350.0,552.35,2025-07-03,2025-08-31,introductory offer ended
PRC00046,ITEM0010,,1390.0,568.66,2025-09-01,,inflation
PRC00047,ITEM0011,,890.0,319.15,2024-07-01,2025-01-31,menu revision
PRC00048,ITEM0011,,920.0,332.3,2025-02-01,2025-08-31,inflation
PRC00049,ITEM0011,,940.0,340.59,2025-09-01,,inflation
PRC00050,ITEM0011,LOC0003,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00051,ITEM0011,LOC0003,1020.0,340.59,2025-09-01,,location premium
PRC00052,ITEM0011,LOC0006,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00053,ITEM0011,LOC0006,1020.0,340.59,2025-09-01,,location premium
PRC00054,ITEM0011,LOC0009,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00055,ITEM0011,LOC0009,1020.0,340.59,2025-09-01,,location premium
PRC00056,ITEM0011,LOC0014,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00057,ITEM0011,LOC0014,1020.0,340.59,2025-09-01,,location premium
PRC00058,ITEM0011,LOC0018,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00059,ITEM0011,LOC0018,1020.0,340.59,2025-09-01,,location premium
PRC00060,ITEM0011,LOC0024,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00061,ITEM0011,LOC0024,1020.0,340.59,2025-09-01,,location premium
PRC00062,ITEM0011,LOC0025,990.0,332.3,2025-03-01,2025-08-31,location premium
PRC00063,ITEM0011,LOC0025,1020.0,340.59,2025-09-01,,location premium
PRC00064,ITEM0012,,850.0,376.85,2024-07-01,2025-01-31,menu revision
PRC00065,ITEM0012,,900.0,402.6,2025-02-01,,inflation
PRC00066,ITEM0013,,380.0,166.87,2024-07-01,2025-01-31,menu revision
PRC00067,ITEM0013,,400.0,179.48,2025-02-01,2025-06-30,inflation
PRC00068,ITEM0013,,420.0,179.48,2025-07-01,2025-09-30,seasonal
PRC00069,ITEM0013,,400.0,179.48,2025-10-01,,seasonal
PRC00070,ITEM0014,,470.0,172.13,2024-11-01,2025-02-28,seasonal
PRC00071,ITEM0014,,450.0,172.13,2025-03-01,2025-03-14,seasonal
PRC00072,ITEM0014,,470.0,180.01,2025-03-15,2025-10-31,inflation
PRC00073,ITEM0014,,490.0,180.01,2025-11-01,,seasonal
PRC00074,ITEM0015,,500.0,174.09,2024-11-01,2025-02-28,seasonal
PRC00075,ITEM0015,,480.0,174.09,2025-03-01,2025-03-14,seasonal
PRC00076,ITEM0015,,500.0,184.59,2025-03-15,2025-10-31,inflation
PRC00077,ITEM0015,,520.0,184.59,2025-11-01,,seasonal
PRC00078,ITEM0016,,550.0,202.6,2024-11-01,2025-02-28,seasonal
PRC00079,ITEM0016,,520.0,202.6,2025-03-01,2025-03-14,seasonal
PRC00080,ITEM0016,,540.0,210.83,2025-03-15,2025-10-31,inflation
PRC00081,ITEM0016,,560.0,210.83,2025-11-01,,seasonal
PRC00082,ITEM0017,,650.0,279.7,2024-07-01,2025-03-14,menu revision
PRC00083,ITEM0017,,680.0,292.31,2025-03-15,,inflation
PRC00084,ITEM0018,,580.0,222.66,2024-11-01,2025-02-28,seasonal
PRC00085,ITEM0018,,550.0,222.66,2025-03-01,2025-03-14,seasonal
PRC00086,ITEM0018,,590.0,236.34,2025-03-15,2025-10-31,inflation
PRC00087,ITEM0018,,620.0,236.34,2025-11-01,,seasonal
PRC00088,ITEM0019,,350.0,148.6,2024-07-01,2025-03-14,menu revision
PRC00089,ITEM0019,,360.0,154.84,2025-03-15,,inflation
PRC00090,ITEM0019,LOC0003,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00091,ITEM0019,LOC0003,390.0,154.84,2025-03-15,,location premium
PRC00092,ITEM0019,LOC0006,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00093,ITEM0019,LOC0006,390.0,154.84,2025-03-15,,location premium
PRC00094,ITEM0019,LOC0009,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00095,ITEM0019,LOC0009,390.0,154.84,2025-03-15,,location premium
PRC00096,ITEM0019,LOC0014,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00097,ITEM0019,LOC0014,390.0,154.84,2025-03-15,,location premium
PRC00098,ITEM0019,LOC0018,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00099,ITEM0019,LOC0018,390.0,154.84,2025-03-15,,location premium
PRC00100,ITEM0019,LOC0024,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00101,ITEM0019,LOC0024,390.0,154.84,2025-03-15,,location premium
PRC00102,ITEM0019,LOC0025,380.0,148.6,2025-03-01,2025-03-14,location premium
PRC00103,ITEM0019,LOC0025,390.0,154.84,2025-03-15,,location premium
PRC00104,ITEM0020,,780.0,303.62,2024-07-01,2025-03-14,menu revision
PRC00105,ITEM0020,,810.0,323.82,2025-03-15,,inflation
PRC00106,ITEM0021,,420.0,168.96,2024-07-01,2025-03-14,menu revision
PRC00107,ITEM0021,,430.0,179.74,2025-03-15,2025-08-31,inflation
PRC00108,ITEM0021,,450.0,184.7,2025-09-01,,inflation
PRC00109,ITEM0022,,480.0,164.43,2024-11-01,2025-02-28,seasonal
PRC00110,ITEM0022,,460.0,164.43,2025-03-01,2025-03-14,seasonal
PRC00111,ITEM0022,,490.0,174.65,2025-03-15,2025-04-30,inflation
PRC00112,ITEM0023,,450.0,186.99,2024-07-01,2025-01-31,menu revision
PRC00113,ITEM0023,,470.0,200.14,2025-02-01,,inflation
PRC00114,ITEM0024,,750.0,259.73,2024-07-01,2025-01-31,menu revision
PRC00115,ITEM0024,,790.0,275.47,2025-02-01,2025-08-31,inflation
PRC00116,ITEM0024,,820.0,285.28,2025-09-01,,inflation
PRC00117,ITEM0025,,780.0,320.05,2024-07-01,2025-01-31,menu revision
PRC00118,ITEM0025,,820.0,334.06,2025-02-01,,inflation
PRC00119,ITEM0025,LOC0003,890.0,334.06,2025-03-01,,location premium
PRC00120,ITEM0025,LOC0006,890.0,334.06,2025-03-01,,location premium
PRC00121,ITEM0025,LOC0009,890.0,334.06,2025-03-01,,location premium
PRC00122,ITEM0025,LOC0014,890.0,334.06,2025-03-01,,location premium
PRC00123,ITEM0025,LOC0018,890.0,334.06,2025-03-01,,location premium
PRC00124,ITEM0025,LOC0024,890.0,334.06,2025-03-01,,location premium
PRC00125,ITEM0025,LOC0025,890.0,334.06,2025-03-01,,location premium
PRC00126,ITEM0026,,520.0,224.58,2024-07-01,2025-01-31,menu revision
PRC00127,ITEM0026,,540.0,239.7,2025-02-01,2025-08-31,inflation
PRC00128,ITEM0026,,570.0,245.78,2025-09-01,,inflation
PRC00129,ITEM0027,,400.0,134.87,2024-07-01,2025-01-31,menu revision
PRC00130,ITEM0027,,420.0,144.9,2025-02-01,2025-03-31,inflation
PRC00131,ITEM0027,,440.0,144.9,2025-04-01,2025-08-31,seasonal
PRC00132,ITEM0027,,420.0,144.9,2025-09-01,,seasonal
PRC00133,ITEM0028,,380.0,151.95,2024-07-01,2025-01-31,menu revision
PRC00134,ITEM0028,,390.0,160.88,2025-02-01,2025-06-30,inflation
PRC00135,ITEM0028,,410.0,160.88,2025-07-01,2025-09-30,seasonal
PRC00136,ITEM0028,,390.0,160.88,2025-10-01,,seasonal
PRC00137,ITEM0029,,890.0,295.8,2024-07-01,2025-01-31,menu revision
PRC00138,ITEM0029,,950.0,312.12,2025-02-01,,inflation
PRC00139,ITEM0029,LOC0003,1030.0,312.12,2025-03-01,,location premium
PRC00140,ITEM0029,LOC0006,1030.0,312.12,2025-03-01,,location premium
PRC00141,ITEM0029,LOC0009,1030.0,312.12,2025-03-01,,location premium
PRC00142,ITEM0029,LOC0014,1030.0,312.12,2025-03-01,,location premium
PRC00143,ITEM0029,LOC0018,1030.0,312.12,2025-03-01,,location premium
PRC00144,ITEM0029,LOC0024,1030.0,312.12,2025-03-01,,location premium
PRC00145,ITEM0029,LOC0025,1030.0,312.12,2025-03-01,,location premium
PRC00146,ITEM0030,,250.0,103.59,2024-07-01,2025-01-31,menu revision
PRC00147,ITEM0030,,265.0,110.76,2025-02-01,,inflation
PRC00148,ITEM0030,LOC0003,285.0,110.76,2025-03-01,,location premium
PRC00149,ITEM0030,LOC0006,285.0,110.76,2025-03-01,,location premium
PRC00150,ITEM0030,LOC0009,285.0,110.76,2025-03-01,,location premium
PRC00151,ITEM0030,LOC0014,285.0,110.76,2025-03-01,,location premium
PRC00152,ITEM0030,LOC0018,285.0,110.76,2025-03-01,,location premium
PRC00153,ITEM0030,LOC0024,285.0,110.76,2025-03-01,,location premium
PRC00154,ITEM0030,LOC0025,285.0,110.76,2025-03-01,,location premium
PRC00155,ITEM0031,,990.0,364.08,2025-03-10,2025-03-30,introductory price
PRC00156,ITEM0031,,1100.0,364.08,2025-03-31,,introductory offer ended
PRC00157,ITEM0031,LOC0003,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00158,ITEM0031,LOC0003,1190.0,364.08,2025-03-31,,location premium
PRC00159,ITEM0031,LOC0006,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00160,ITEM0031,LOC0006,1190.0,364.08,2025-03-31,,location premium
PRC00161,ITEM0031,LOC0009,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00162,ITEM0031,LOC0009,1190.0,364.08,2025-03-31,,location premium
PRC00163,ITEM0031,LOC0014,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00164,ITEM0031,LOC0014,1190.0,364.08,2025-03-31,,location premium
PRC00165,ITEM0031,LOC0018,0.0,364.08,2025-03-10,2025-03-30,location premium
PRC00166,ITEM0031,LOC0018,1190.0,364.08,2025-03-31,,location premium
PRC00167,ITEM0031,LOC0024,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00168,ITEM0031,LOC0024,1190.0,364.08,2025-03-31,,location premium
PRC00169,ITEM0031,LOC0025,1070.0,364.08,2025-03-10,2025-03-30,location premium
PRC00170,ITEM0031,LOC0025,1190.0,364.08,2025-03-31,,location premium
PRC00171,ITEM0032,,750.0,331.25,2024-07-01,2025-03-14,menu revision
PRC00172,ITEM0032,,780.0,356.48,2025-03-15,,inflation
PRC00173,ITEM0032,LOC0003,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00174,ITEM0032,LOC0003,840.0,356.48,2025-03-15,,location premium
PRC00175,ITEM0032,LOC0006,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00176,ITEM0032,LOC0006,840.0,356.48,2025-03-15,,location premium
PRC00177,ITEM0032,LOC0009,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00178,ITEM0032,LOC0009,840.0,356.48,2025-03-15,,location premium
PRC00179,ITEM0032,LOC0014,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00180,ITEM0032,LOC0014,840.0,356.48,2025-03-15,,location premium
PRC00181,ITEM0032,LOC0018,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00182,ITEM0032,LOC0018,840.0,356.48,2025-03-15,,location premium
PRC00183,ITEM0032,LOC0024,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00184,ITEM0032,LOC0024,840.0,356.48,2025-03-15,,location premium
PRC00185,ITEM0032,LOC0025,810.0,331.25,2025-03-01,2025-03-14,location premium
PRC00186,ITEM0032,LOC0025,840.0,356.48,2025-03-15,,location premium
PRC00187,ITEM0033,,850.0,287.18,2024-07-01,2025-03-14,menu revision
PRC00188,ITEM0033,,900.0,299.82,2025-03-15,2025-08-31,inflation
PRC00189,ITEM0033,,940.0,306.02,2025-09-01,,inflation
PRC00190,ITEM0034,,950.0,422.42,2024-07-01,2025-03-14,menu revision
PRC00191,ITEM0034,,1020.0,445.69,2025-03-15,2025-07-14,inflation
PRC00192,ITEM0034,,1220.0,445.69,2025-07-15,,menu repricing
PRC00193,ITEM0035,,900.0,381.7,2024-07-01,2025-03-14,menu revision
PRC00194,ITEM0035,,960.0,403.0,2025-03-15,2025-08-31,inflation
PRC00195,ITEM0035,,1000.0,418.08,2025-09-01,,inflation
PRC00196,ITEM0036,,800.0,317.74,2024-07-01,2025-03-14,menu revision
PRC00197,ITEM0036,,840.0,338.1,2025-03-15,,inflation
PRC00198,ITEM0037,,2200.0,927.83,2024-07-01,2025-03-14,menu revision
PRC00199,ITEM0037,,2310.0,972.25,2025-03-15,2025-08-31,inflation
PRC00200,ITEM0037,,2380.0,995.51,2025-09-01,,inflation
PRC00201,ITEM0038,,1100.0,465.7,2024-07-01,2025-03-14,menu revision
PRC00202,ITEM0038,,1140.0,497.08,2025-03-15,2025-08-31,inflation
PRC00203,ITEM0038,,1200.0,510.66,2025-09-01,,inflation
PRC00204,ITEM0039,,950.0,420.83,2024-07-01,2025-03-14,menu revision
PRC00205,ITEM0039,,980.0,450.35,2025-03-15,,inflation
PRC00206,ITEM0040,,700.0,247.06,2024-07-01,2025-03-14,menu revision
PRC00207,ITEM0040,,730.0,258.94,2025-03-15,2025-08-31,inflation
PRC00208,ITEM0040,,750.0,267.75,2025-09-01,,inflation
PRC00209,ITEM0041,,1200.0,476.05,2024-07-01,2025-03-14,menu revision
PRC00210,ITEM0041,,1250.0,495.95,2025-03-15,2025-08-31,inflation
PRC00211,ITEM0041,,1310.0,515.58,2025-09-01,,inflation
PRC00212,ITEM0042,,5500.0,2384.1,2024-07-01,2025-03-14,menu revision
PRC00213,ITEM0042,,5770.0,2490.02,2025-03-15,2025-04-30,inflation
PRC00214,ITEM0042,,5310.0,2490.02,2025-05-01,2025-08-31,promotion-adjustment
PRC00215,ITEM0042,,5470.0,2596.95,2025-09-01,,inflation
PRC00216,ITEM0043,,4800.0,1920.49,2024-07-01,2025-03-14,menu revision
PRC00217,ITEM0043,,5110.0,2066.57,2025-03-15,,inflation
PRC00218,ITEM0044,,1350.0,462.06,2024-07-01,2025-03-14,menu revision
PRC00219,ITEM0044,,1440.0,498.16,2025-03-15,2025-08-31,inflation
PRC00220,ITEM0044,,1480.0,512.67,2025-09-01,,inflation
PRC00221,ITEM0044,LOC0003,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00222,ITEM0044,LOC0003,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00223,ITEM0044,LOC0003,1600.0,512.67,2025-09-01,,location premium
PRC00224,ITEM0044,LOC0006,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00225,ITEM0044,LOC0006,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00226,ITEM0044,LOC0006,1600.0,512.67,2025-09-01,,location premium
PRC00227,ITEM0044,LOC0009,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00228,ITEM0044,LOC0009,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00229,ITEM0044,LOC0009,1600.0,512.67,2025-09-01,,location premium
PRC00230,ITEM0044,LOC0014,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00231,ITEM0044,LOC0014,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00232,ITEM0044,LOC0014,1600.0,512.67,2025-09-01,,location premium
PRC00233,ITEM0044,LOC0018,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00234,ITEM0044,LOC0018,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00235,ITEM0044,LOC0018,-1600.0,512.67,2025-09-01,,location premium
PRC00236,ITEM0044,LOC0024,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00237,ITEM0044,LOC0024,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00238,ITEM0044,LOC0024,1600.0,512.67,2025-09-01,,location premium
PRC00239,ITEM0044,LOC0025,1460.0,462.06,2025-03-01,2025-03-14,location premium
PRC00240,ITEM0044,LOC0025,1560.0,498.16,2025-03-15,2025-08-31,location premium
PRC00241,ITEM0044,LOC0025,1600.0,512.67,2025-09-01,,location premium
PRC00242,ITEM0045,,1450.0,570.49,2024-07-01,2025-01-31,menu revision
PRC00243,ITEM0045,,1530.0,595.53,2025-02-01,,inflation
PRC00244,ITEM0046,,2600.0,1025.48,2024-07-01,2025-01-31,menu revision
PRC00245,ITEM0046,,-2740.0,1088.75,2025-02-01,2025-08-31,inflation
PRC00246,ITEM0046,,2820.0,1115.76,2025-09-01,,inflation
PRC00247,ITEM0047,,1550.0,589.9,2024-07-01,2025-01-31,menu revision
PRC00248,ITEM0047,,1650.0,627.28,2025-02-01,,inflation
PRC00249,ITEM0047,LOC0003,1780.0,627.28,2025-03-01,,location premium
PRC00250,ITEM0047,LOC0006,1780.0,627.28,2025-03-01,,location premium
PRC00251,ITEM0047,LOC0009,0.0,627.28,2025-03-01,,location premium
PRC00252,ITEM0047,LOC0014,1780.0,627.28,2025-03-01,,location premium
PRC00253,ITEM0047,LOC0018,1780.0,627.28,2025-03-01,,location premium
PRC00254,ITEM0047,LOC0024,1780.0,627.28,2025-03-01,,location premium
PRC00255,ITEM0047,LOC0025,1780.0,627.28,2025-03-01,,location premium
PRC00256,ITEM0048,,1400.0,543.12,2024-07-01,2025-01-31,menu revision
PRC00257,ITEM0048,,1460.0,572.91,2025-02-01,2025-08-31,inflation
PRC00258,ITEM0048,,0.0,597.64,2025-09-01,,inflation
PRC00259,ITEM0049,,2450.0,1027.31,2024-07-01,2025-01-31,menu revision
PRC00260,ITEM0049,,2540.0,1107.09,2025-02-01,2025-08-31,inflation
PRC00261,ITEM0049,,2660.0,1132.57,2025-09-01,,inflation
PRC00262,ITEM0049,LOC0003,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00263,ITEM0049,LOC0003,2870.0,1132.57,2025-09-01,,location premium
PRC00264,ITEM0049,LOC0006,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00265,ITEM0049,LOC0006,2870.0,1132.57,2025-09-01,,location premium
PRC00266,ITEM0049,LOC0009,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00267,ITEM0049,LOC0009,2870.0,1132.57,2025-09-01,,location premium
PRC00268,ITEM0049,LOC0014,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00269,ITEM0049,LOC0014,2870.0,1132.57,2025-09-01,,location premium
PRC00270,ITEM0049,LOC0018,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00271,ITEM0049,LOC0018,2870.0,1132.57,2025-09-01,,location premium
PRC00272,ITEM0049,LOC0024,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00273,ITEM0049,LOC0024,2870.0,1132.57,2025-09-01,,location premium
PRC00274,ITEM0049,LOC0025,2740.0,1107.09,2025-03-01,2025-08-31,location premium
PRC00275,ITEM0049,LOC0025,2870.0,1132.57,2025-09-01,,location premium
PRC00276,ITEM0050,,1650.0,699.44,2024-07-01,2025-01-31,menu revision
PRC00277,ITEM0050,,1720.0,751.1,2025-02-01,2025-08-31,inflation
PRC00278,ITEM0050,,1770.0,776.26,2025-09-01,,inflation
PRC00279,ITEM0050,LOC0003,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00280,ITEM0050,LOC0003,1910.0,776.26,2025-09-01,,location premium
PRC00281,ITEM0050,LOC0006,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00282,ITEM0050,LOC0006,1910.0,776.26,2025-09-01,,location premium
PRC00283,ITEM0050,LOC0009,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00284,ITEM0050,LOC0009,1910.0,776.26,2025-09-01,,location premium
PRC00285,ITEM0050,LOC0014,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00286,ITEM0050,LOC0014,1910.0,776.26,2025-09-01,,location premium
PRC00287,ITEM0050,LOC0018,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00288,ITEM0050,LOC0018,1910.0,776.26,2025-09-01,,location premium
PRC00289,ITEM0050,LOC0024,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00290,ITEM0050,LOC0024,1910.0,776.26,2025-09-01,,location premium
PRC00291,ITEM0050,LOC0025,1860.0,751.1,2025-03-01,2025-08-31,location premium
PRC00292,ITEM0050,LOC0025,1910.0,776.26,2025-09-01,,location premium
PRC00293,ITEM0051,,650.0,249.59,2024-07-01,2025-01-31,menu revision
PRC00294,ITEM0051,,680.0,266.66,2025-02-01,,inflation
PRC00295,ITEM0051,LOC0003,730.0,266.66,2025-03-01,,location premium
PRC00296,ITEM0051,LOC0006,730.0,266.66,2025-03-01,,location premium
PRC00297,ITEM0051,LOC0009,730.0,266.66,2025-03-01,,location premium
PRC00298,ITEM0051,LOC0014,730.0,266.66,2025-03-01,,location premium
PRC00299,ITEM0051,LOC0018,730.0,266.66,2025-03-01,,location premium
PRC00300,ITEM0051,LOC0024,730.0,266.66,2025-03-01,,location premium
PRC00301,ITEM0051,LOC0025,730.0,266.66,2025-03-01,,location premium
PRC00302,ITEM0052,,750.0,298.46,2024-07-01,2025-01-31,menu revision
PRC00303,ITEM0052,,800.0,314.45,2025-02-01,,inflation
PRC00304,ITEM0053,,1250.0,551.33,2024-07-01,2025-01-31,menu revision
PRC00305,ITEM0053,,1300.0,578.78,2025-02-01,2025-08-31,inflation
PRC00306,ITEM0053,,1360.0,605.77,2025-09-01,,inflation
PRC00307,ITEM0053,LOC0003,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00308,ITEM0053,LOC0003,1470.0,605.77,2025-09-01,,location premium
PRC00309,ITEM0053,LOC0006,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00310,ITEM0053,LOC0006,1470.0,605.77,2025-09-01,,location premium
PRC00311,ITEM0053,LOC0009,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00312,ITEM0053,LOC0009,1470.0,605.77,2025-09-01,,location premium
PRC00313,ITEM0053,LOC0014,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00314,ITEM0053,LOC0014,1470.0,605.77,2025-09-01,,location premium
PRC00315,ITEM0053,LOC0018,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00316,ITEM0053,LOC0018,1470.0,605.77,2025-09-01,,location premium
PRC00317,ITEM0053,LOC0024,0.0,578.78,2025-03-01,2025-08-31,location premium
PRC00318,ITEM0053,LOC0024,1470.0,605.77,2025-09-01,,location premium
PRC00319,ITEM0053,LOC0025,1400.0,578.78,2025-03-01,2025-08-31,location premium
PRC00320,ITEM0053,LOC0025,1470.0,605.77,2025-09-01,,location premium
PRC00321,ITEM0054,,1210.0,385.9,2024-11-01,2025-01-31,seasonal
PRC00322,ITEM0054,,1280.0,409.33,2025-02-01,2025-02-28,inflation
PRC00323,ITEM0054,,1220.0,409.33,2025-03-01,2025-08-31,seasonal
PRC00324,ITEM0054,,1260.0,424.1,2025-09-01,2025-10-31,inflation
PRC00325,ITEM0054,,1330.0,424.1,2025-11-01,,seasonal
PRC00326,ITEM0054,LOC0003,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00327,ITEM0054,LOC0003,1360.0,424.1,2025-09-01,2025-10-31,location premium
PRC00328,ITEM0054,LOC0003,1440.0,424.1,2025-11-01,,location premium
PRC00329,ITEM0054,LOC0006,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00330,ITEM0054,LOC0006,1360.0,424.1,2025-09-01,2025-10-31,location premium
PRC00331,ITEM0054,LOC0006,1440.0,424.1,2025-11-01,,location premium
PRC00332,ITEM0054,LOC0009,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00333,ITEM0054,LOC0009,1360.0,424.1,2025-09-01,2025-10-31,location premium
PRC00334,ITEM0054,LOC0009,1440.0,424.1,2025-11-01,,location premium
PRC00335,ITEM0054,LOC0014,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00336,ITEM0054,LOC0014,1360.0,424.1,2025-09-01,2025-10-31,location premium
PRC00337,ITEM0054,LOC0014,1440.0,424.1,2025-11-01,,location premium
PRC00338,ITEM0054,LOC0018,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00339,ITEM0054,LOC0018,1360.0,424.1,2025-09-01,2025-10-31,location premium
PRC00340,ITEM0054,LOC0018,1440.0,424.1,2025-11-01,,location premium
PRC00341,ITEM0054,LOC0024,1320.0,409.33,2025-03-01,2025-08-31,location premium
PRC00342,ITEM0054,LOC0024,1360.0,424.1,2025-09-01,2025-10-31,location premium
