order_id,customer_id,location_id,order_datetime,order_channel,order_status,promotion_id,subtotal,discount_amount,tax_amount,total_amount,payment_method
ORD00000041,CUST0044123,LOC0005,2025-01-01 12:13:22,Website,Completed,,9300.0,0.0,1395.0,10695.0,Card
ORD00000042,CUST0010605,LOC0004,2025-01-01 12:14:19,Dine-in,Completed,,8410.0,0.0,1261.5,9671.5,Card
ORD00000043,CUST0032280,LOC0022,2025-01-01 12:14:30,Website,Completed,PROMO001,12260.0,1839.0,1563.15,11984.15,Card
ORD00000044,CUST0015940,LOC0008,2025-01-01 12:15:41,Takeaway,Completed,,3100.0,0.0,496.0,3596.0,Cash
ORD00000045,CUST0010969,LOC0008,2025-01-01 12:16:05,Dine-in,Completed,,3590.0,0.0,574.4,4164.4,Card
ORD00000046,CUST0043526,LOC0018,2025-01-01 12:17:40,ThirdPartyDelivery,Completed,,4810.0,0.0,769.6,5579.6,Online
ORD00000047,CUST0048574,LOC0018,2025-01-01 12:18:19,Dine-in,Completed,,5430.0,0.0,868.8,6298.8,Cash
ORD00000048,CUST0011919,LOC0007,2025-01-01 12:18:27,App,Completed,,2150.0,0.0,344.0,2494.0,Online
ORD00000049,CUST0023685,LOC0004,2025-01-01 12:19:10,App,Completed,PROMO001,5610.0,841.5,715.28,5483.78,Online
ORD00000050,CUST0011957,LOC0006,2025-01-01 12:19:21,Website,Completed,,2910.0,0.0,436.5,3346.5,Online
ORD00000051,CUST0004804,LOC0008,2025-01-01 12:19:32,App,Completed,,1600.0,0.0,256.0,1856.0,Wallet
ORD00000052,CUST0014693,LOC0008,2025-01-01 12:21:49,Website,Completed,,2810.0,0.0,449.6,3259.6,Online
ORD00000053,CUST0012091,LOC0016,2025-01-01 12:22:18,Dine-in,Completed,,11280.0,0.0,1804.8,13084.8,Card
ORD00000054,CUST0043105,LOC0008,2025-01-01 12:24:46,Dine-in,Completed,,5160.0,0.0,825.6,5985.6,Cash
ORD00000055,CUST0037722,LOC0013,2025-01-01 12:25:40,Website,Completed,PROMO001,6540.0,981.0,833.85,6392.85,Wallet
ORD00000056,CUST0017003,LOC0004,2025-01-01 12:27:28,Website,Completed,,6690.0,0.0,1003.5,7693.5,Online
ORD00000057,CUST0014404,LOC0019,2025-01-01 12:28:23,App,Completed,,3600.0,0.0,576.0,4176.0,Card
ORD00000058,CUST0030258,LOC0020,2025-01-01 12:29:30,Dine-in,Completed,,12340.0,0.0,1851.0,14191.0,Card
ORD00000059,CUST0003651,LOC0008,2025-01-01 12:29:35,Takeaway,Completed,PROMO001,6300.0,945.0,856.8,6211.8,Cash
ORD00000060,CUST0028462,LOC0025,2025-01-01 12:30:36,Takeaway,Completed,,100.0,0.0,15.0,115.0,Cash
ORD00000061,CUST0027320,LOC0019,2025-01-01 12:30:58,Dine-in,Completed,,10750.0,0.0,1720.0,12470.0,Wallet
ORD00000062,CUST0010813,LOC0022,2025-01-01 12:33:39,App,Completed,,1380.0,0.0,207.0,1587.0,Online
ORD00000063,CUST0006659,LOC0008,2025-01-01 12:35:18,Dine-in,Completed,PROMO001,3150.0,472.5,428.4,3105.9,Cash
ORD00000064,CUST0011452,LOC0013,2025-01-01 12:40:10,Dine-in,Completed,,4530.0,0.0,679.5,5209.5,Card
ORD00000065,,LOC0004,2025-01-01 12:40:13,Dine-in,Completed,,12650.0,0.0,1897.5,14547.5,Cash
ORD00000066,CUST0025050,LOC0007,2025-01-01 12:40:53,Dine-in,Completed,PROMO001,6820.0,1023.0,927.52,6724.52,Card
ORD00000067,CUST0041581,LOC0025,2025-01-01 12:41:09,Dine-in,Completed,,3630.0,0.0,544.5,4174.5,Cash
ORD00000068,CUST0042045,LOC0014,2025-01-01 12:43:32,App,Completed,,5730.0,0.0,859.5,6589.5,Card
ORD00000069,CUST0030717,LOC0008,2025-01-01 12:44:07,Takeaway,Completed,PROMO001,3290.0,493.5,447.44,3243.94,Card
ORD00000070,CUST0013266,LOC0002,2025-01-01 12:44:08,App,Completed,,6200.0,0.0,930.0,7130.0,Card
ORD00000071,CUST0016098,LOC0021,2025-01-01 12:46:46,ThirdPartyDelivery,Completed,,5100.0,0.0,765.0,5865.0,Cash
ORD00000072,CUST0051168,LOC0023,2025-01-01 12:47:06,Dine-in,Completed,,7630.0,0.0,1144.5,8774.5,Cash
ORD00000073,,LOC0011,2025-01-01 12:47:07,Takeaway,Completed,,4100.0,0.0,656.0,4756.0,Cash
ORD00000074,CUST0051548,LOC0023,2025-01-01 12:47:13,Takeaway,Completed,,2270.0,0.0,340.5,2610.5,Card
ORD00000075,CUST0010981,LOC0023,2025-01-01 12:47:21,Dine-in,Completed,,9670.0,0.0,1450.5,11120.5,Card
ORD00000076,CUST0013163,LOC0008,2025-01-01 12:47:21,Takeaway,Completed,,4850.0,0.0,776.0,5626.0,Cash
ORD00000077,CUST0009697,LOC0023,2025-01-01 12:48:34,Takeaway,Cancelled,,1400.0,0.0,210.0,1610.0,Cash
ORD00000078,CUST0029724,LOC0012,2025-01-01 12:49:02,Dine-in,Completed,,3300.0,0.0,495.0,3795.0,Wallet
ORD00000079,CUST0028400,LOC0004,2025-01-01 12:51:14,Dine-in,Completed,,7910.0,0.0,1186.5,9096.5,Card
ORD00000080,CUST0020924,LOC0011,2025-01-01 12:51:27,Takeaway,Completed,,5640.0,0.0,902.4,6542.4,Cash
ORD00000081,CUST0005979,LOC0012,2025-01-01 12:57:09,Takeaway,Completed,,3680.0,0.0,552.0,4232.0,Card
ORD00000082,CUST0023419,LOC0016,2025-01-01 12:57:34,App,Completed,,10850.0,0.0,1736.0,12586.0,Card
ORD00000083,CUST0001758,LOC0003,2025-01-01 12:58:28,Dine-in,Completed,,7880.0,0.0,1182.0,9062.0,Cash
ORD00000084,CUST0018409,LOC0014,2025-01-01 12:58:50,Dine-in,Completed,,6970.0,0.0,1045.5,8015.5,Card
ORD00000085,CUST0022811,LOC0023,2025-01-01 12:59:10,Dine-in,Completed,,24310.0,0.0,3646.5,27956.5,Cash
ORD00000086,CUST0009054,LOC0005,2025-01-01 12:59:59,Dine-in,Completed,,9110.0,0.0,1366.5,10476.5,Wallet
ORD00000087,CUST0033302,LOC0003,2025-01-01 13:02:07,Dine-in,Completed,,13950.0,0.0,2092.5,16042.5,Card
ORD00000088,CUST0006765,LOC0021,2025-01-01 13:02:46,Takeaway,Completed,,1490.0,0.0,223.5,1713.5,Wallet
ORD00000089,CUST0004788,LOC0018,2025-01-01 13:02:53,Dine-in,Completed,,240.0,0.0,38.4,278.4,Wallet
ORD00000090,CUST0030176,LOC0001,2025-01-01 13:02:54,App,Completed,,5510.0,0.0,826.5,6336.5,Online
ORD00000091,CUST0011892,LOC0015,2025-01-01 13:02:55,Website,Completed,,4720.0,0.0,755.2,5475.2,Online
ORD00000092,CUST0031562,LOC0008,2025-01-01 13:03:13,Takeaway,Completed,,2800.0,0.0,448.0,3248.0,Wallet
ORD00000093,CUST0011113,LOC0008,2025-01-01 13:05:50,App,Completed,,2530.0,0.0,404.8,2934.8,Online
ORD00000094,CUST0001205,LOC0012,2025-01-01 13:06:54,Takeaway,Completed,,6875.0,0.0,1031.25,7906.25,Cash
ORD00000095,CUST0018088,LOC0016,2025-01-01 13:10:09,App,Completed,,950.0,0.0,152.0,1102.0,Online
ORD00000096,CUST0052345,LOC0003,2025-01-01 13:10:37,Dine-in,Completed,,6850.0,0.0,1027.5,7877.5,Cash
ORD00000097,CUST0051250,LOC0013,2025-01-01 13:10:48,ThirdPartyDelivery,Completed,,2180.0,0.0,327.0,2507.0,Cash
ORD00000098,CUST0030820,LOC0003,2025-01-01 13:13:58,Dine-in,Completed,,9280.0,0.0,1392.0,10672.0,Wallet
ORD00000099,CUST0017983,LOC0012,2025-01-01 13:16:10,Website,Completed,,8000.0,0.0,1200.0,9200.0,Online
ORD00000100,CUST0028100,LOC0004,2025-01-01 13:16:35,Dine-in,Completed,,8370.0,0.0,1255.5,9625.5,Cash
ORD00000101,CUST0050322,LOC0012,2025-01-01 13:17:23,Dine-in,Completed,PROMO001,5650.0,847.5,720.38,5522.88,Card
ORD00000102,CUST0040716,LOC0012,2025-01-01 13:17:50,Takeaway,Completed,,11590.0,0.0,1738.5,13328.5,Cash
ORD00000103,CUST0010137,LOC0008,2025-01-01 13:21:51,Dine-in,Completed,,13210.0,0.0,2113.6,15323.6,Cash
ORD00000104,CUST0007882,LOC0014,2025-01-01 13:22:34,Website,Completed,PROMO001,2650.0,397.5,337.88,2590.38,Card
ORD00000105,CUST0022162,LOC0010,2025-01-01 13:23:06,Dine-in,Completed,,9350.0,0.0,1496.0,10846.0,Card
ORD00000106,,LOC0017,2025-01-01 13:23:45,App,Completed,PROMO001,14380.0,2157.0,1955.68,14178.68,Online
ORD00000107,CUST0010900,LOC0018,2025-01-01 13:25:47,App,Completed,PROMO001,19520.0,2928.0,2654.72,19246.72,Wallet
ORD00000108,CUST0042288,LOC0016,2025-01-01 13:26:40,Takeaway,Completed,,11760.0,0.0,1881.6,13641.6,Wallet
ORD00000109,CUST0045994,LOC0002,2025-01-01 13:26:55,Dine-in,Completed,PROMO001,9760.0,1464.0,1244.4,9540.4,Cash
ORD00000110,CUST0008851,LOC0017,2025-01-01 13:27:54,Takeaway,Completed,,6440.0,0.0,1030.4,7470.4,Cash
ORD00000111,CUST0032977,LOC0018,2025-01-01 13:30:14,Takeaway,Completed,PROMO001,2800.0,420.0,380.8,2760.8,Cash
ORD00000112,CUST0046333,LOC0013,2025-01-01 13:31:42,Website,Completed,,6000.0,0.0,900.0,6900.0,Online
ORD00000113,CUST0023806,LOC0023,2025-01-01 13:32:14,Takeaway,Cancelled,,550.0,0.0,82.5,632.5,Cash
ORD00000114,CUST0025265,LOC0009,2025-01-01 13:32:48,Dine-in,Completed,PROMO001,4890.0,733.5,665.04,4821.54,Cash
ORD00000115,CUST0039597,LOC0014,2025-01-01 13:35:40,Website,Completed,PROMO001,4930.0,739.5,628.57,4819.07,Online
ORD00000116,CUST0015745,LOC0017,2025-01-01 13:41:10,App,Completed,,3980.0,0.0,636.8,4616.8,Wallet
ORD00000117,CUST0010040,LOC0019,2025-01-01 13:42:21,Dine-in,Completed,,9175.0,0.0,1468.0,10643.0,Cash
ORD00000118,CUST0000871,LOC0014,2025-01-01 13:45:36,Dine-in,Completed,,10200.0,0.0,1530.0,11730.0,Card
ORD00000119,CUST0014225,LOC0001,2025-01-01 13:46:34,App,Completed,,3930.0,0.0,589.5,4519.5,Online
ORD00000120,CUST0001762,LOC0018,2025-01-01 13:46:55,App,Completed,,3870.0,0.0,619.2,4489.2,Card
ORD00000121,CUST0036923,LOC0003,2025-01-01 13:48:16,Dine-in,Completed,PROMO001,17400.0,2610.0,2218.5,17008.5,Card
ORD00000122,CUST0048216,LOC0012,2025-01-01 13:48:27,App,Completed,,2920.0,0.0,438.0,3358.0,Wallet
ORD00000123,CUST0016668,LOC0008,2025-01-01 13:50:21,Dine-in,Completed,,5290.0,0.0,846.4,6136.4,Card
ORD00000124,CUST0047809,LOC0013,2025-01-01 13:50:57,Website,Completed,,7370.0,0.0,1105.5,8475.5,Card
ORD00000125,CUST0037437,LOC0007,2025-01-01 13:53:42,Takeaway,Completed,,4960.0,0.0,793.6,5753.6,Card
ORD00000126,CUST0008403,LOC0023,2025-01-01 13:56:06,Dine-in,Cancelled,,10100.0,0.0,1515.0,11615.0,Card
ORD00000127,CUST0039896,LOC0019,2025-01-01 13:58:58,ThirdPartyDelivery,Completed,,4580.0,0.0,732.8,5312.8,Cash
ORD00000128,CUST0031321,LOC0004,2025-01-01 13:59:08,Takeaway,Completed,,3470.0,0.0,520.5,3990.5,Card
ORD00000129,CUST0027979,LOC0002,2025-01-01 13:59:58,Website,Cancelled,,8010.0,0.0,1201.5,9211.5,Card
ORD00000130,CUST0046046,LOC0018,2025-01-01 14:02:49,Dine-in,Completed,,16200.0,0.0,2592.0,18792.0,Wallet
ORD00000131,CUST0046419,LOC0001,2025-01-01 14:03:39,App,Completed,,7140.0,0.0,1071.0,8211.0,Cash
ORD00000132,CUST0012093,LOC0006,2025-01-01 14:04:05,Dine-in,Completed,,8480.0,0.0,1272.0,9752.0,Cash
ORD00000133,CUST0046652,LOC0012,2025-01-01 14:04:10,App,Completed,,2650.0,0.0,397.5,3047.5,Card
ORD00000134,CUST0010440,LOC0007,2025-01-01 14:09:20,ThirdPartyDelivery,Completed,,9550.0,0.0,1528.0,11078.0,Cash
ORD00000135,CUST0031295,LOC0003,2025-01-01 14:11:28,Dine-in,Completed,PROMO001,8000.0,1200.0,1020.0,7820.0,Cash
ORD00000136,CUST0019137,LOC0009,2025-01-01 14:11:58,Dine-in,Completed,,11950.0,0.0,1912.0,13862.0,Cash
ORD00000137,CUST0012766,LOC0013,2025-01-01 14:13:55,Dine-in,Completed,,1560.0,0.0,234.0,1794.0,Card
ORD00000138,CUST0022443,LOC0020,2025-01-01 14:15:19,Dine-in,Completed,,2150.0,0.0,322.5,2472.5,Cash
ORD00000139,CUST0003919,LOC0012,2025-01-01 14:25:36,Dine-in,Completed,,3900.0,0.0,585.0,4485.0,Card
ORD00000140,CUST0031724,LOC0003,2025-01-01 14:30:24,Dine-in,Completed,,5880.0,0.0,882.0,6762.0,Cash
ORD00000141,CUST0032726,LOC0020,2025-01-01 14:30:45,Takeaway,Completed,,2990.0,0.0,448.5,3438.5,Cash
ORD00000142,CUST0009333,LOC0001,2025-01-01 14:34:22,Takeaway,Completed,,2980.0,0.0,447.0,3427.0,Card
ORD00000143,CUST0038685,LOC0015,2025-01-01 14:35:58,Dine-in,Completed,,3150.0,0.0,504.0,3654.0,Card
ORD00000144,CUST0003908,LOC0008,2025-01-01 14:36:03,Dine-in,Completed,,14340.0,0.0,2294.4,16634.4,Cash
ORD00000145,CUST0020360,LOC0007,2025-01-01 14:37:31,Dine-in,Completed,PROMO001,3230.0,484.5,439.28,3184.78,Wallet
ORD00000146,CUST0030467,LOC0004,2025-01-01 14:39:45,Takeaway,Completed,PROMO001,3995.0,599.25,509.36,3905.11,Cash
ORD00000147,CUST0011207,LOC0023,2025-01-01 14:41:10,Takeaway,Completed,,5800.0,0.0,870.0,6670.0,Cash
ORD00000148,CUST0025127,LOC0019,2025-01-01 14:41:27,App,Completed,PROMO001,6170.0,925.5,839.12,6083.62,Online
ORD00000149,CUST0012089,LOC0012,2025-01-01 14:43:35,Dine-in,Completed,,10630.0,0.0,1594.5,12224.5,Cash
ORD00000150,CUST0048909,LOC0004,2025-01-01 14:48:09,ThirdPartyDelivery,Completed,PROMO001,5260.0,789.0,670.65,5141.65,Online
ORD00000151,CUST0043933,LOC0012,2025-01-01 14:48:57,App,Completed,PROMO001,6270.0,940.5,799.42,6128.92,Online
ORD00000152,CUST0039452,LOC0015,2025-01-01 14:50:39,Takeaway,Completed,PROMO001,9480.0,1422.0,1289.28,9347.28,Card
ORD00000153,CUST0039107,LOC0003,2025-01-01 14:51:51,Takeaway,Completed,PROMO001,4050.0,607.5,516.38,3958.88,Card
ORD00000154,CUST0028578,LOC0015,2025-01-01 14:52:39,App,Completed,,1220.0,0.0,195.2,1415.2,Online
ORD00000155,CUST0047473,LOC0021,2025-01-01 14:53:00,ThirdPartyDelivery,Completed,,2480.0,0.0,372.0,2852.0,Cash
ORD00000156,CUST0049878,LOC0007,2025-01-01 14:56:36,Takeaway,Completed,,9800.0,0.0,1568.0,11368.0,Cash
ORD00000157,CUST0051424,LOC0023,2025-01-01 14:56:56,App,Completed,,3960.0,0.0,594.0,4554.0,Cash
ORD00000158,CUST0000939,LOC0002,2025-01-01 14:57:51,App,Completed,PROMO001,10960.0,1644.0,1397.4,10713.4,Online
ORD00000159,CUST0029904,LOC0013,2025-01-01 15:02:55,ThirdPartyDelivery,Completed,,2350.0,0.0,352.5,2702.5,Cash
ORD00000160,CUST0005801,LOC0016,2025-01-01 15:27:40,App,Completed,,5010.0,0.0,801.6,5811.6,Cash
ORD00000161,CUST0053180,LOC0004,2025-01-01 15:32:51,Takeaway,Completed,,6730.0,0.0,1009.5,7739.5,Cash
ORD00000162,CUST0026712,LOC0010,2025-01-01 15:33:37,Dine-in,Completed,PROMO001,8260.0,1239.0,1123.36,8144.36,Wallet
ORD00000163,CUST0010397,LOC0021,2025-01-01 15:39:26,App,Completed,,5080.0,0.0,762.0,5842.0,Online
ORD00000164,CUST0031157,LOC0010,2025-01-01 15:45:13,Website,Completed,,10040.0,0.0,1606.4,11646.4,Wallet
ORD00000165,CUST0009828,LOC0016,2025-01-01 15:45:50,Takeaway,Completed,,1950.0,0.0,312.0,2262.0,Cash
ORD00000166,CUST0015394,LOC0015,2025-01-01 15:52:41,ThirdPartyDelivery,Completed,,6610.0,0.0,1057.6,7667.6,Cash
ORD00000167,CUST0032073,LOC0020,2025-01-01 15:58:44,App,Completed,,2050.0,0.0,307.5,2357.5,Online
ORD00000168,CUST0000549,LOC0021,2025-01-01 16:00:09,App,Completed,PROMO001,4470.0,670.5,569.92,4369.42,Online
ORD00000169,CUST0042595,LOC0004,2025-01-01 16:00:59,App,Completed,,3310.0,0.0,496.5,3806.5,Card
ORD00000170,CUST0027648,LOC0003,2025-01-01 16:04:58,ThirdPartyDelivery,Completed,,3750.0,0.0,562.5,4312.5,Online
ORD00000171,CUST0047054,LOC0011,2025-01-01 16:08:38,Dine-in,Completed,PROMO001,13930.0,2089.5,1894.48,13734.98,Cash
ORD00000172,CUST0034420,LOC0013,2025-01-01 16:21:10,Website,Completed,,3330.0,0.0,499.5,3829.5,Wallet
ORD00000173,CUST0016727,LOC0002,2025-01-01 16:26:58,ThirdPartyDelivery,Completed,,3150.0,0.0,472.5,3622.5,Cash
ORD00000174,CUST0042118,LOC0001,2025-01-01 16:27:31,Dine-in,Completed,,2900.0,0.0,435.0,3335.0,Cash
ORD00000175,CUST0007088,LOC0008,2025-01-01 16:29:34,Dine-in,Completed,PROMO001,10870.0,1630.5,1478.32,10717.82,Cash
ORD00000176,CUST0021015,LOC0004,2025-01-01 16:32:21,Dine-in,Completed,,5610.0,0.0,841.5,6451.5,Card
ORD00000177,CUST0045872,LOC0018,2025-01-01 16:37:19,Dine-in,Completed,,7710.0,0.0,1233.6,8943.6,Card
ORD00000178,,LOC0013,2025-01-01 16:51:18,Dine-in,Completed,,3960.0,0.0,594.0,4554.0,Cash
ORD00000179,CUST0044200,LOC0016,2025-01-01 16:52:39,Dine-in,Completed,,4510.0,0.0,721.6,5231.6,Cash
ORD00000180,CUST0040048,LOC0008,2025-01-01 16:53:28,Dine-in,Completed,,6710.0,0.0,1073.6,7783.6,Wallet
ORD00000181,CUST0014305,LOC0007,2025-01-01 16:54:39,App,Completed,,5330.0,0.0,852.8,6182.8,Online
ORD00000182,CUST0026067,LOC0004,2025-01-01 17:06:00,App,Completed,,11960.0,0.0,1794.0,13754.0,Online
ORD00000183,CUST0046214,LOC0009,2025-01-01 17:15:58,Dine-in,Completed,,9060.0,0.0,1449.6,10509.6,Cash
ORD00000184,CUST0000240,LOC0018,2025-01-01 17:23:39,App,Completed,,14650.0,0.0,2344.0,16994.0,Online
ORD00000185,CUST0014398,LOC0014,2025-01-01 17:24:53,ThirdPartyDelivery,Completed,,3750.0,0.0,562.5,4312.5,Cash
ORD00000186,CUST0017345,LOC0008,2025-01-01 17:31:26,App,Completed,PROMO001,4900.0,735.0,666.4,4831.4,Online
ORD00000187,CUST0041919,LOC0020,2025-01-01 17:40:24,Dine-in,Completed,,12290.0,0.0,1843.5,14133.5,Cash
ORD00000188,CUST0031400,LOC0018,2025-01-01 17:42:37,ThirdPartyDelivery,Completed,,600.0,0.0,96.0,696.0,Cash
ORD00000189,CUST0044289,LOC0022,2025-01-01 17:44:12,Dine-in,Completed,,1390.0,0.0,208.5,1598.5,Cash
ORD00000190,CUST0026662,LOC0020,2025-01-01 17:46:23,Takeaway,Completed,,1890.0,0.0,283.5,2173.5,Cash
ORD00000191,CUST0045439,LOC0002,2025-01-01 17:57:18,Dine-in,Completed,,6010.0,0.0,901.5,6911.5,Card
ORD00000192,CUST0036625,LOC0008,2025-01-01 18:00:53,App,Completed,,10160.0,0.0,1625.6,11785.6,Online
ORD00000193,CUST0009484,LOC0008,2025-01-01 18:01:12,Dine-in,Completed,,4910.0,0.0,785.6,5695.6,Wallet
ORD00000194,CUST0043537,LOC0019,2025-01-01 18:01:53,App,Completed,,3240.0,0.0,518.4,3758.4,Online
ORD00000195,CUST0018027,LOC0018,2025-01-01 18:03:24,Takeaway,Completed,,4860.0,0.0,777.6,5637.6,Card
ORD00000196,CUST0044552,LOC0023,2025-01-01 18:07:13,Dine-in,Completed,,7010.0,0.0,1051.5,8061.5,Wallet
ORD00000197,CUST0028153,LOC0008,2025-01-01 18:09:06,ThirdPartyDelivery,Completed,,7220.0,0.0,1155.2,8375.2,Cash
ORD00000198,CUST0019181,LOC0008,2025-01-01 18:11:12,ThirdPartyDelivery,Cancelled,PROMO001,3550.0,532.5,482.8,3500.3,Cash
ORD00000199,CUST0041256,LOC0019,2025-01-01 18:11:57,Website,Completed,,3150.0,0.0,504.0,3654.0,Wallet
ORD00000200,CUST0049620,LOC0004,2025-01-01 18:15:37,ThirdPartyDelivery,Completed,,5270.0,0.0,790.5,6060.5,Cash
ORD00000201,CUST0046724,LOC0012,2025-01-01 18:17:51,App,Cancelled,,1630.0,0.0,244.5,1874.5,Card
ORD00000202,CUST0038421,LOC0019,2025-01-01 18:18:06,App,Completed,,5400.0,0.0,864.0,6264.0,Online
ORD00000203,CUST0011243,LOC0007,2025-01-01 18:21:09,ThirdPartyDelivery,Completed,,3720.0,0.0,595.2,4315.2,Cash
ORD00000204,CUST0043548,LOC0016,2025-01-01 18:26:36,App,Completed,PROMO001,9805.0,1470.75,1333.48,9667.73,Card
ORD00000205,CUST0046894,LOC0008,2025-01-01 18:29:01,Dine-in,Completed,,5060.0,0.0,809.6,5869.6,Card
ORD00000206,CUST0025286,LOC0022,2025-01-01 18:33:38,Website,Completed,,5130.0,0.0,769.5,5899.5,Wallet
ORD00000207,CUST0039681,LOC0013,2025-01-01 18:34:35,Dine-in,Completed,,15800.0,0.0,2370.0,18170.0,Cash
ORD00000208,CUST0041238,LOC0009,2025-01-01 18:37:59,Takeaway,Completed,,4250.0,0.0,680.0,4930.0,Card
ORD00000209,CUST0048464,LOC0012,2025-01-01 18:38:11,Website,Completed,PROMO001,3500.0,525.0,446.25,3421.25,Online
